student_id;scenario_id;scenario_description;mode_mix;distance_km;weather;crowding;transfers;human_comfort_rating_1_5;human_comfort_normalized;mlp_predicted_comfort;absolute_error
STU_0145;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0145;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0146;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0146;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0146;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0146;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0147;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0147;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0147;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0147;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0147;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0147;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0147;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0148;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0148;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0148;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0148;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0148;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0148;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0148;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0148;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0149;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0149;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0149;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.1
STU_0149;S09;Car only, long distance;car_100;8.0;any;;0;4;0.75;1.0;0.2
STU_0149;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0149;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0149;S02;Walk only, short, rain;walk_100;0.8;rain;;0;3;0.5;0.7;0.2
STU_0150;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;5;1.0;0.691;0.209
STU_0150;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.1
STU_0150;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0150;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0150;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0150;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0150;S02;Walk only, short, rain;walk_100;0.8;rain;;0;3;0.5;0.7;0.1
STU_0150;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0150;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0151;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0151;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0151;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0151;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0151;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.13
STU_0151;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0151;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0151;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0152;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0152;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.1
STU_0152;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0152;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0152;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0152;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0152;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0152;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0153;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0153;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0153;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.1
STU_0153;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0153;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0153;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0154;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0154;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0154;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.1
STU_0154;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0154;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0154;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0154;S02;Walk only, short, rain;walk_100;0.8;rain;;0;5;1.0;0.7;0.2
STU_0154;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0155;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;5;1.0;0.691;0.209
STU_0155;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0155;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.1
STU_0155;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0155;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0155;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0155;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0156;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;5;1.0;0.691;0.209
STU_0156;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0156;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0156;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0156;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.13
STU_0156;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0156;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0156;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0157;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0157;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0157;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0157;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0157;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0157;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0158;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0158;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;4;0.75;1.0;0.2
STU_0158;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0158;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0158;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0158;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0159;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0159;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0159;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0159;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0159;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0159;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0159;S02;Walk only, short, rain;walk_100;0.8;rain;;0;3;0.5;0.7;0.1
STU_0159;S12;Car only, long, age>45;car_100;8.0;any;;0;4;0.75;1.0;0.2
STU_0159;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0160;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0160;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0160;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0160;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0160;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0160;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0160;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0161;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0161;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0161;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0161;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0161;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0162;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0162;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.1
STU_0162;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0162;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0162;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0163;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0163;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0163;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0163;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0163;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0163;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0163;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0163;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0164;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0164;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0164;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0164;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0164;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.17
STU_0164;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0164;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0164;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0164;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0165;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0165;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.1
STU_0165;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0165;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0166;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0166;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0166;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0166;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0166;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0166;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0166;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0166;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0167;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0167;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0167;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0167;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0167;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.13
STU_0167;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0167;S02;Walk only, short, rain;walk_100;0.8;rain;;0;3;0.5;0.7;0.1
STU_0167;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0167;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0168;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0168;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0168;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0168;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0168;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0168;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0168;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0169;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0169;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0169;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0169;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0169;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0169;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0169;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0170;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0170;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0170;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.1
STU_0170;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0170;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0170;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0170;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0171;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.091
STU_0171;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0171;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0171;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0171;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0171;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0171;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0172;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0172;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0172;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0172;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0172;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.17
STU_0172;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0172;S02;Walk only, short, rain;walk_100;0.8;rain;;0;3;0.5;0.7;0.1
STU_0173;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.091
STU_0173;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0173;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0173;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0173;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0173;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0173;S02;Walk only, short, rain;walk_100;0.8;rain;;0;5;1.0;0.7;0.2
STU_0173;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0173;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0174;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0174;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0174;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0174;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0174;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0174;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.1
STU_0174;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.0
STU_0174;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0174;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0175;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.191
STU_0175;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.1
STU_0175;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;4;0.75;1.0;0.2
STU_0175;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0175;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.13
STU_0175;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0176;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0176;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;4;0.75;1.0;0.2
STU_0176;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0176;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0176;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0177;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.191
STU_0177;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0177;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0177;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0177;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.17
STU_0177;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0177;S02;Walk only, short, rain;walk_100;0.8;rain;;0;3;0.5;0.7;0.1
STU_0178;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0178;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0178;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0178;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0179;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0179;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0179;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0179;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0179;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0179;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0179;S02;Walk only, short, rain;walk_100;0.8;rain;;0;4;0.75;0.7;0.1
STU_0179;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0179;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.06
STU_0180;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0180;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.1
STU_0180;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0180;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0181;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.091
STU_0181;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0181;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0181;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0182;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;3;0.5;0.691;0.091
STU_0182;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0182;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.0
STU_0182;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0183;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.109
STU_0183;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
STU_0183;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;5;1.0;1.0;0.1
STU_0183;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0183;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;4;0.75;0.83;0.03
STU_0183;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;5;1.0;1.0;0.0
STU_0184;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.646;0.154
STU_0184;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;0.8;0.1
STU_0184;S01;Walk only, short, sunny;walk_100;0.8;sunny;;0;4;0.75;0.85;0.05
STU_0184;S09;Car only, long distance;car_100;8.0;any;;0;5;1.0;1.0;0.1
STU_0184;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;5;1.0;0.83;0.07
STU_0184;S03;Bike only, medium, sunny;bike_100;2.5;sunny;;0;4;0.75;0.8;0.1
STU_0184;S02;Walk only, short, rain;walk_100;0.8;rain;;0;3;0.5;0.55;0.05
STU_0184;S12;Car only, long, age>45;car_100;8.0;any;;0;5;1.0;1.0;0.0
STU_0184;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;5;1.0;0.96;0.04
STU_0185;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;4;0.75;0.691;0.009
STU_0185;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;;0;5;1.0;1.0;0.0
