profile_id,archetype,seed,beta,phi,algorithm,raw_hv,nHV
COST_0002,cost_sensitive,3,0.1,0.0,NSGA-II,3.603762532331022e-05,0.23269649517557853
COST_0002,cost_sensitive,4,0.1,0.0,PI-NSGA-III,2.600857061747835e-05,0.16793845801207832
COST_0002,cost_sensitive,4,0.1,0.0,NSGA-II,3.0915864718353885e-05,0.1996250668778103
COST_0003,cost_sensitive,0,0.1,0.0,PI-NSGA-III,3.928894819328066e-06,0.9847615263720669
COST_0003,cost_sensitive,0,0.1,0.0,NSGA-II,3.989691630015644e-06,1.0
COST_0003,cost_sensitive,1,0.1,0.0,PI-NSGA-III,3.0769519287349837e-06,0.7712255016368066
COST_0003,cost_sensitive,1,0.1,0.0,NSGA-II,3.29325398495545e-06,0.8254407333587676
COST_0003,cost_sensitive,2,0.1,0.0,PI-NSGA-III,1.5267969590855368e-06,0.3826854555873407
COST_0003,cost_sensitive,2,0.1,0.0,NSGA-II,1.618933495752179e-06,0.4057791042226065
COST_0003,cost_sensitive,3,0.1,0.0,PI-NSGA-III,3.3541885818086094e-06,0.8407137425293837
COST_0003,cost_sensitive,3,0.1,0.0,NSGA-II,3.5334577054708007e-06,0.8856468201420733
COST_0003,cost_sensitive,4,0.1,0.0,PI-NSGA-III,2.8273681903076337e-06,0.7086683514676916
COST_0003,cost_sensitive,4,0.1,0.0,NSGA-II,3.2295631972586764e-06,0.8094768961494934
TIME_0004,time_sensitive,0,0.1,0.0,PI-NSGA-III,1.8535314104946024e-05,0.9672754280828888
TIME_0004,time_sensitive,0,0.1,0.0,NSGA-II,1.9162395287640528e-05,1.0
TIME_0004,time_sensitive,1,0.1,0.0,PI-NSGA-III,1.5599175056535647e-05,0.8140514180185445
TIME_0004,time_sensitive,1,0.1,0.0,NSGA-II,1.60214737124541e-05,0.83608930261384
TIME_0004,time_sensitive,2,0.1,0.0,PI-NSGA-III,9.718717255948175e-06,0.5071765356086047
TIME_0004,time_sensitive,2,0.1,0.0,NSGA-II,1.1066002163751803e-05,0.5774853298684021
TIME_0004,time_sensitive,3,0.1,0.0,PI-NSGA-III,1.2359154518981821e-05,0.6449691874873962
TIME_0004,time_sensitive,3,0.1,0.0,NSGA-II,1.2996362076382373e-05,0.6782222097654379
TIME_0004,time_sensitive,4,0.1,0.0,PI-NSGA-III,1.4757341988883358e-05,0.7701199024112415
TIME_0004,time_sensitive,4,0.1,0.0,NSGA-II,1.5554388487384925e-05,0.8117142065959407
TIME_0005,time_sensitive,0,0.1,0.0,PI-NSGA-III,8.106145216854792e-06,0.6622813651581043
TIME_0005,time_sensitive,0,0.1,0.0,NSGA-II,8.159125420711442e-06,0.666609908602352
TIME_0005,time_sensitive,1,0.1,0.0,PI-NSGA-III,5.518986262900441e-06,0.4509075101297934
TIME_0005,time_sensitive,1,0.1,0.0,NSGA-II,6.465229696085509e-06,0.5282166843348975
TIME_0005,time_sensitive,3,0.1,0.0,PI-NSGA-III,3.323561591802099e-06,0.2715387954843205
TIME_0005,time_sensitive,3,0.1,0.0,NSGA-II,4.075842480204997e-06,0.3330010072292927
TIME_0005,time_sensitive,2,0.1,0.0,PI-NSGA-III,8.386378278334257e-06,0.6851767278186643
TIME_0005,time_sensitive,2,0.1,0.0,NSGA-II,8.406550434783559e-06,0.6868248161459803
TIME_0005,time_sensitive,4,0.1,0.0,PI-NSGA-III,1.1963575219524677e-05,0.9774378223676475
TIME_0005,time_sensitive,4,0.1,0.0,NSGA-II,1.2239730186156813e-05,1.0
COMF_0006,comfort_seeker,0,0.1,0.0,PI-NSGA-III,0.00039241047377075553,1.6912587928833137e-05
COMF_0006,comfort_seeker,0,0.1,0.0,NSGA-II,0.00043140018451516467,1.8593014307232553e-05
COMF_0006,comfort_seeker,1,0.1,0.0,PI-NSGA-III,23.202272497975382,1.0
COMF_0006,comfort_seeker,1,0.1,0.0,NSGA-II,22.51087886825373,0.9702014692835806
COMF_0006,comfort_seeker,3,0.1,0.0,PI-NSGA-III,11.449760982142644,0.4934758430727742
COMF_0006,comfort_seeker,3,0.1,0.0,NSGA-II,11.868497126291539,0.511523047034603
COMF_0006,comfort_seeker,2,0.1,0.0,PI-NSGA-III,0.00021259464336519543,9.162664708111945e-06
COMF_0006,comfort_seeker,2,0.1,0.0,NSGA-II,0.0002189646195438082,9.437205754863664e-06
COMF_0006,comfort_seeker,4,0.1,0.0,PI-NSGA-III,2.732199160617525,0.11775567073681836
COMF_0006,comfort_seeker,4,0.1,0.0,NSGA-II,2.813050022832879,0.12124028036815551
COMF_0007,comfort_seeker,0,0.1,0.0,PI-NSGA-III,1.2640353550475504e-05,6.098488173757561e-06
COMF_0007,comfort_seeker,0,0.1,0.0,NSGA-II,1.4547027955569344e-05,7.018385806702614e-06
COMF_0007,comfort_seeker,1,0.1,0.0,PI-NSGA-III,1.9236105818757692,0.9280686918795067
COMF_0007,comfort_seeker,1,0.1,0.0,NSGA-II,2.072702806060735,1.0
COMF_0007,comfort_seeker,2,0.1,0.0,PI-NSGA-III,1.5345871714762805e-05,7.403797432941351e-06
COMF_0007,comfort_seeker,2,0.1,0.0,NSGA-II,1.5818382444267478e-05,7.63176582673279e-06
COMF_0007,comfort_seeker,3,0.1,0.0,PI-NSGA-III,2.4418801742330764e-05,1.1781139906275224e-05
COMF_0007,comfort_seeker,3,0.1,0.0,NSGA-II,2.550523313527024e-05,1.230530159012236e-05
COMF_0007,comfort_seeker,4,0.1,0.0,PI-NSGA-III,1.9331732590805248e-05,9.326823186748164e-06
COMF_0007,comfort_seeker,4,0.1,0.0,NSGA-II,2.0288193966119973e-05,9.788279297348277e-06
ECO__0000,eco_conscious,0,0.1,0.04,PI-NSGA-III,4.442735277605822e-06,0.5431993884125641
ECO__0000,eco_conscious,0,0.1,0.04,NSGA-II,5.083147273074975e-06,0.6215005660731833
ECO__0000,eco_conscious,1,0.1,0.04,PI-NSGA-III,6.403695213960859e-06,0.7829598448815405
ECO__0000,eco_conscious,1,0.1,0.04,NSGA-II,6.677840361854859e-06,0.8164787172354528
ECO__0000,eco_conscious,2,0.1,0.04,PI-NSGA-III,3.7445968442707444e-06,0.45784017920501374
ECO__0000,eco_conscious,2,0.1,0.04,NSGA-II,3.986121154175516e-06,0.4873706034210025
ECO__0000,eco_conscious,3,0.1,0.04,PI-NSGA-III,4.908507272721326e-06,0.6001478778176736
ECO__0000,eco_conscious,3,0.1,0.04,NSGA-II,5.3463910248428535e-06,0.6536865587170663
ECO__0000,eco_conscious,4,0.1,0.04,PI-NSGA-III,7.72212909646528e-06,0.9441606443639593
ECO__0000,eco_conscious,4,0.1,0.04,NSGA-II,8.17882967539634e-06,1.0
ECO__0001,eco_conscious,0,0.1,0.04,PI-NSGA-III,0.009638132917071456,0.33768495378275154
ECO__0001,eco_conscious,0,0.1,0.04,NSGA-II,0.00990459778647277,0.3470209089809966
ECO__0001,eco_conscious,1,0.1,0.04,PI-NSGA-III,0.023420131929095957,0.8205558313119576
ECO__0001,eco_conscious,1,0.1,0.04,NSGA-II,0.02607364330448939,0.9135251723525459
ECO__0001,eco_conscious,2,0.1,0.04,PI-NSGA-III,0.02691894236020649,0.9431413620252201
ECO__0001,eco_conscious,2,0.1,0.04,NSGA-II,0.028541789644770835,1.0
ECO__0001,eco_conscious,3,0.1,0.04,PI-NSGA-III,0.01890600894944287,0.6623974594706837
ECO__0001,eco_conscious,3,0.1,0.04,NSGA-II,0.019883708427019402,0.6966524760532076
ECO__0001,eco_conscious,4,0.1,0.04,PI-NSGA-III,0.014527913260510254,0.5090049867693537
ECO__0001,eco_conscious,4,0.1,0.04,NSGA-II,0.014717760377989764,0.5156565359483762
COST_0002,cost_sensitive,0,0.1,0.04,PI-NSGA-III,0.00014810143500997762,0.9562973294748145
COST_0002,cost_sensitive,0,0.1,0.04,NSGA-II,0.00015486965240330946,1.0
COST_0002,cost_sensitive,1,0.1,0.04,PI-NSGA-III,5.06236864170025e-05,0.3268793183907263
COST_0002,cost_sensitive,1,0.1,0.04,NSGA-II,5.925392294562356e-05,0.38260512647962364
COST_0002,cost_sensitive,2,0.1,0.04,PI-NSGA-III,0.00013489586240094235,0.8710283797218603
COST_0002,cost_sensitive,2,0.1,0.04,NSGA-II,0.00013726745239389125,0.8863418382086969
COST_0002,cost_sensitive,3,0.1,0.04,PI-NSGA-III,3.339724868606285e-05,0.21564746977729496
COST_0002,cost_sensitive,3,0.1,0.04,NSGA-II,3.603762532331022e-05,0.23269649517557853
COST_0002,cost_sensitive,4,0.1,0.04,PI-NSGA-III,2.600857061747835e-05,0.16793845801207832
COST_0002,cost_sensitive,4,0.1,0.04,NSGA-II,3.0915864718353885e-05,0.1996250668778103
COST_0003,cost_sensitive,0,0.1,0.04,PI-NSGA-III,3.928894819328066e-06,0.9847615263720669
COST_0003,cost_sensitive,0,0.1,0.04,NSGA-II,3.989691630015644e-06,1.0
COST_0003,cost_sensitive,1,0.1,0.04,PI-NSGA-III,3.0769519287349837e-06,0.7712255016368066
COST_0003,cost_sensitive,1,0.1,0.04,NSGA-II,3.29325398495545e-06,0.8254407333587676
COST_0003,cost_sensitive,3,0.1,0.04,PI-NSGA-III,3.3541885818086094e-06,0.8407137425293837
COST_0003,cost_sensitive,3,0.1,0.04,NSGA-II,3.5334577054708007e-06,0.8856468201420733
COST_0003,cost_sensitive,2,0.1,0.04,PI-NSGA-III,1.5267969590855368e-06,0.3826854555873407
COST_0003,cost_sensitive,2,0.1,0.04,NSGA-II,1.618933495752179e-06,0.4057791042226065
COST_0003,cost_sensitive,4,0.1,0.04,PI-NSGA-III,2.8273681903076337e-06,0.7086683514676916
COST_0003,cost_sensitive,4,0.1,0.04,NSGA-II,3.2295631972586764e-06,0.8094768961494934
TIME_0004,time_sensitive,0,0.1,0.04,PI-NSGA-III,1.8535314104946024e-05,0.9672754280828888
TIME_0004,time_sensitive,0,0.1,0.04,NSGA-II,1.9162395287640528e-05,1.0
TIME_0004,time_sensitive,1,0.1,0.04,PI-NSGA-III,1.5599175056535647e-05,0.8140514180185445
TIME_0004,time_sensitive,1,0.1,0.04,NSGA-II,1.60214737124541e-05,0.83608930261384
TIME_0004,time_sensitive,2,0.1,0.04,PI-NSGA-III,9.718717255948175e-06,0.5071765356086047
TIME_0004,time_sensitive,2,0.1,0.04,NSGA-II,1.1066002163751803e-05,0.5774853298684021
TIME_0004,time_sensitive,3,0.1,0.04,PI-NSGA-III,1.2359154518981821e-05,0.6449691874873962
TIME_0004,time_sensitive,3,0.1,0.04,NSGA-II,1.2996362076382373e-05,0.6782222097654379
TIME_0004,time_sensitive,4,0.1,0.04,PI-NSGA-III,1.4757341988883358e-05,0.7701199024112415
TIME_0004,time_sensitive,4,0.1,0.04,NSGA-II,1.5554388487384925e-05,0.8117142065959407
TIME_0005,time_sensitive,0,0.1,0.04,PI-NSGA-III,8.106145216854792e-06,0.6622813651581043
TIME_0005,time_sensitive,0,0.1,0.04,NSGA-II,8.159125420711442e-06,0.666609908602352
TIME_0005,time_sensitive,1,0.1,0.04,PI-NSGA-III,5.518986262900441e-06,0.4509075101297934
TIME_0005,time_sensitive,1,0.1,0.04,NSGA-II,6.465229696085509e-06,0.5282166843348975
TIME_0005,time_sensitive,3,0.1,0.04,PI-NSGA-III,3.323561591802099e-06,0.2715387954843205
TIME_0005,time_sensitive,3,0.1,0.04,NSGA-II,4.075842480204997e-06,0.3330010072292927
TIME_0005,time_sensitive,2,0.1,0.04,PI-NSGA-III,8.386378278334257e-06,0.6851767278186643
TIME_0005,time_sensitive,2,0.1,0.04,NSGA-II,8.406550434783559e-06,0.6868248161459803
TIME_0005,time_sensitive,4,0.1,0.04,PI-NSGA-III,1.1963575219524677e-05,0.9774378223676475
TIME_0005,time_sensitive,4,0.1,0.04,NSGA-II,1.2239730186156813e-05,1.0
COMF_0006,comfort_seeker,0,0.1,0.04,PI-NSGA-III,0.00039241047377075553,1.6912587928833137e-05
COMF_0006,comfort_seeker,0,0.1,0.04,NSGA-II,0.00043140018451516467,1.8593014307232553e-05
COMF_0006,comfort_seeker,1,0.1,0.04,PI-NSGA-III,23.202272497975382,1.0
COMF_0006,comfort_seeker,1,0.1,0.04,NSGA-II,22.51087886825373,0.9702014692835806
COMF_0006,comfort_seeker,3,0.1,0.04,PI-NSGA-III,11.449760982142644,0.4934758430727742
COMF_0006,comfort_seeker,3,0.1,0.04,NSGA-II,11.868497126291539,0.511523047034603
COMF_0006,comfort_seeker,2,0.1,0.04,PI-NSGA-III,0.00021259464336519543,9.162664708111945e-06
COMF_0006,comfort_seeker,2,0.1,0.04,NSGA-II,0.0002189646195438082,9.437205754863664e-06
COMF_0006,comfort_seeker,4,0.1,0.04,PI-NSGA-III,2.732199160617525,0.11775567073681836
COMF_0006,comfort_seeker,4,0.1,0.04,NSGA-II,2.813050022832879,0.12124028036815551
COMF_0007,comfort_seeker,0,0.1,0.04,PI-NSGA-III,1.2640353550475504e-05,6.098488173757561e-06
COMF_0007,comfort_seeker,0,0.1,0.04,NSGA-II,1.4547027955569344e-05,7.018385806702614e-06
COMF_0007,comfort_seeker,1,0.1,0.04,PI-NSGA-III,1.9236105818757692,0.9280686918795067
COMF_0007,comfort_seeker,1,0.1,0.04,NSGA-II,2.072702806060735,1.0
COMF_0007,comfort_seeker,2,0.1,0.04,PI-NSGA-III,1.5345871714762805e-05,7.403797432941351e-06
COMF_0007,comfort_seeker,2,0.1,0.04,NSGA-II,1.5818382444267478e-05,7.63176582673279e-06
COMF_0007,comfort_seeker,3,0.1,0.04,PI-NSGA-III,2.4418801742330764e-05,1.1781139906275224e-05
COMF_0007,comfort_seeker,3,0.1,0.04,NSGA-II,2.550523313527024e-05,1.230530159012236e-05
COMF_0007,comfort_seeker,4,0.1,0.04,PI-NSGA-III,1.9331732590805248e-05,9.326823186748164e-06
COMF_0007,comfort_seeker,4,0.1,0.04,NSGA-II,2.0288193966119973e-05,9.788279297348277e-06
ECO__0000,eco_conscious,0,0.1,0.08,PI-NSGA-III,4.442735277605822e-06,0.5431993884125641
ECO__0000,eco_conscious,0,0.1,0.08,NSGA-II,5.083147273074975e-06,0.6215005660731833
ECO__0000,eco_conscious,1,0.1,0.08,PI-NSGA-III,6.403695213960859e-06,0.7829598448815405
ECO__0000,eco_conscious,1,0.1,0.08,NSGA-II,6.677840361854859e-06,0.8164787172354528
ECO__0000,eco_conscious,2,0.1,0.08,PI-NSGA-III,3.7445968442707444e-06,0.45784017920501374
ECO__0000,eco_conscious,2,0.1,0.08,NSGA-II,3.986121154175516e-06,0.4873706034210025
ECO__0000,eco_conscious,3,0.1,0.08,PI-NSGA-III,4.908507272721326e-06,0.6001478778176736
ECO__0000,eco_conscious,3,0.1,0.08,NSGA-II,5.3463910248428535e-06,0.6536865587170663
ECO__0000,eco_conscious,4,0.1,0.08,PI-NSGA-III,7.72212909646528e-06,0.9441606443639593
ECO__0000,eco_conscious,4,0.1,0.08,NSGA-II,8.17882967539634e-06,1.0
ECO__0001,eco_conscious,0,0.1,0.08,PI-NSGA-III,0.009638132917071456,0.2937095346929273
ECO__0001,eco_conscious,0,0.1,0.08,NSGA-II,0.00990459778647277,0.3018297041777503
ECO__0001,eco_conscious,1,0.1,0.08,PI-NSGA-III,0.029677666005525107,0.9043881785252892
ECO__0001,eco_conscious,1,0.1,0.08,NSGA-II,0.032815185680465236,1.0
ECO__0001,eco_conscious,2,0.1,0.08,PI-NSGA-III,0.025392328239703138,0.7737980972272572
ECO__0001,eco_conscious,2,0.1,0.08,NSGA-II,0.02582264793145484,0.78691152879342
ECO__0001,eco_conscious,3,0.1,0.08,PI-NSGA-III,0.01890600894944287,0.576135973556217
ECO__0001,eco_conscious,3,0.1,0.08,NSGA-II,0.019883708427019402,0.6059300904354201
ECO__0001,eco_conscious,4,0.1,0.08,PI-NSGA-III,0.015706947965284938,0.4786487609191018
ECO__0001,eco_conscious,4,0.1,0.08,NSGA-II,0.01726795790476233,0.5262185036192523
COST_0002,cost_sensitive,0,0.1,0.08,PI-NSGA-III,0.00014810143500997762,0.9562973294748145
COST_0002,cost_sensitive,0,0.1,0.08,NSGA-II,0.00015486965240330946,1.0
COST_0002,cost_sensitive,1,0.1,0.08,PI-NSGA-III,5.06236864170025e-05,0.3268793183907263
COST_0002,cost_sensitive,1,0.1,0.08,NSGA-II,5.925392294562356e-05,0.38260512647962364
COST_0002,cost_sensitive,2,0.1,0.08,PI-NSGA-III,0.00013489586240094235,0.8710283797218603
COST_0002,cost_sensitive,2,0.1,0.08,NSGA-II,0.00013726745239389125,0.8863418382086969
COST_0002,cost_sensitive,3,0.1,0.08,PI-NSGA-III,3.339724868606285e-05,0.21564746977729496
COST_0002,cost_sensitive,3,0.1,0.08,NSGA-II,3.603762532331022e-05,0.23269649517557853
COST_0002,cost_sensitive,4,0.1,0.08,PI-NSGA-III,2.600857061747835e-05,0.16793845801207832
COST_0002,cost_sensitive,4,0.1,0.08,NSGA-II,3.0915864718353885e-05,0.1996250668778103
COST_0003,cost_sensitive,0,0.1,0.08,PI-NSGA-III,3.928894819328066e-06,0.9847615263720669
COST_0003,cost_sensitive,0,0.1,0.08,NSGA-II,3.989691630015644e-06,1.0
COST_0003,cost_sensitive,1,0.1,0.08,PI-NSGA-III,3.0769519287349837e-06,0.7712255016368066
COST_0003,cost_sensitive,1,0.1,0.08,NSGA-II,3.29325398495545e-06,0.8254407333587676
COST_0003,cost_sensitive,3,0.1,0.08,PI-NSGA-III,3.3541885818086094e-06,0.8407137425293837
COST_0003,cost_sensitive,3,0.1,0.08,NSGA-II,3.5334577054708007e-06,0.8856468201420733
COST_0003,cost_sensitive,2,0.1,0.08,PI-NSGA-III,1.5267969590855368e-06,0.3826854555873407
COST_0003,cost_sensitive,2,0.1,0.08,NSGA-II,1.618933495752179e-06,0.4057791042226065
COST_0003,cost_sensitive,4,0.1,0.08,PI-NSGA-III,2.8273681903076337e-06,0.7086683514676916
COST_0003,cost_sensitive,4,0.1,0.08,NSGA-II,3.2295631972586764e-06,0.8094768961494934
TIME_0004,time_sensitive,0,0.1,0.08,PI-NSGA-III,1.692014218203229e-05,0.9557756194557212
TIME_0004,time_sensitive,0,0.1,0.08,NSGA-II,1.7510067505681387e-05,0.9890989943764166
TIME_0004,time_sensitive,1,0.1,0.08,PI-NSGA-III,1.5599175056535647e-05,0.8811575601587426
TIME_0004,time_sensitive,1,0.1,0.08,NSGA-II,1.60214737124541e-05,0.9050121327216368
TIME_0004,time_sensitive,2,0.1,0.08,PI-NSGA-III,4.7201764246631965e-06,0.26663071135498506
TIME_0004,time_sensitive,2,0.1,0.08,NSGA-II,6.109782972390687e-06,0.34512603631533617
TIME_0004,time_sensitive,3,0.1,0.08,PI-NSGA-III,1.252105042904839e-05,0.7072821611846909
TIME_0004,time_sensitive,3,0.1,0.08,NSGA-II,1.2996362076382373e-05,0.7341313022425937
TIME_0004,time_sensitive,4,0.1,0.08,PI-NSGA-III,1.6201333125249275e-05,0.9151719316068849
TIME_0004,time_sensitive,4,0.1,0.08,NSGA-II,1.7703048537341518e-05,1.0
TIME_0005,time_sensitive,0,0.1,0.08,PI-NSGA-III,8.106145216854792e-06,0.6622813651581043
TIME_0005,time_sensitive,0,0.1,0.08,NSGA-II,8.159125420711442e-06,0.666609908602352
TIME_0005,time_sensitive,1,0.1,0.08,PI-NSGA-III,5.518986262900441e-06,0.4509075101297934
TIME_0005,time_sensitive,1,0.1,0.08,NSGA-II,6.465229696085509e-06,0.5282166843348975
TIME_0005,time_sensitive,2,0.1,0.08,PI-NSGA-III,8.386378278334257e-06,0.6851767278186643
TIME_0005,time_sensitive,2,0.1,0.08,NSGA-II,8.406550434783559e-06,0.6868248161459803
TIME_0005,time_sensitive,3,0.1,0.08,PI-NSGA-III,3.323561591802099e-06,0.2715387954843205
TIME_0005,time_sensitive,3,0.1,0.08,NSGA-II,4.075842480204997e-06,0.3330010072292927
TIME_0005,time_sensitive,4,0.1,0.08,PI-NSGA-III,1.1963575219524677e-05,0.9774378223676475
TIME_0005,time_sensitive,4,0.1,0.08,NSGA-II,1.2239730186156813e-05,1.0
COMF_0006,comfort_seeker,0,0.1,0.08,PI-NSGA-III,0.00039241047377075553,1.6912587928833137e-05
COMF_0006,comfort_seeker,0,0.1,0.08,NSGA-II,0.00043140018451516467,1.8593014307232553e-05
COMF_0006,comfort_seeker,1,0.1,0.08,PI-NSGA-III,23.202272497975382,1.0
COMF_0006,comfort_seeker,1,0.1,0.08,NSGA-II,22.51087886825373,0.9702014692835806
COMF_0006,comfort_seeker,3,0.1,0.08,PI-NSGA-III,11.449760982142644,0.4934758430727742
COMF_0006,comfort_seeker,3,0.1,0.08,NSGA-II,11.868497126291539,0.511523047034603
COMF_0006,comfort_seeker,2,0.1,0.08,PI-NSGA-III,0.00021259464336519543,9.162664708111945e-06
COMF_0006,comfort_seeker,2,0.1,0.08,NSGA-II,0.0002189646195438082,9.437205754863664e-06
COMF_0006,comfort_seeker,4,0.1,0.08,PI-NSGA-III,2.732199160617525,0.11775567073681836
COMF_0006,comfort_seeker,4,0.1,0.08,NSGA-II,2.813050022832879,0.12124028036815551
COMF_0007,comfort_seeker,0,0.1,0.08,PI-NSGA-III,2.3743204875172745e-05,1.1455190201772233e-05
COMF_0007,comfort_seeker,0,0.1,0.08,NSGA-II,2.43947519822026e-05,1.1769536814863449e-05
COMF_0007,comfort_seeker,1,0.1,0.08,PI-NSGA-III,1.989768852969041,0.9599875327764361
COMF_0007,comfort_seeker,1,0.1,0.08,NSGA-II,2.072702806060735,1.0
COMF_0007,comfort_seeker,2,0.1,0.08,PI-NSGA-III,1.5868240227541494e-05,7.655820304358925e-06
COMF_0007,comfort_seeker,2,0.1,0.08,NSGA-II,1.5818382444267478e-05,7.63176582673279e-06
COMF_0007,comfort_seeker,3,0.1,0.08,PI-NSGA-III,2.313388477904334e-05,1.1161216509862466e-05
COMF_0007,comfort_seeker,3,0.1,0.08,NSGA-II,2.5092812091408876e-05,1.2106324176353529e-05
COMF_0007,comfort_seeker,4,0.1,0.08,PI-NSGA-III,1.9331732590805248e-05,9.326823186748164e-06
COMF_0007,comfort_seeker,4,0.1,0.08,NSGA-II,2.0288193966119973e-05,9.788279297348277e-06
ECO__0000,eco_conscious,0,0.2,0.0,PI-NSGA-III,4.442735277605822e-06,0.5431993884125641
ECO__0000,eco_conscious,0,0.2,0.0,NSGA-II,5.083147273074975e-06,0.6215005660731833
ECO__0000,eco_conscious,1,0.2,0.0,PI-NSGA-III,6.403695213960859e-06,0.7829598448815405
ECO__0000,eco_conscious,1,0.2,0.0,NSGA-II,6.677840361854859e-06,0.8164787172354528
ECO__0000,eco_conscious,2,0.2,0.0,PI-NSGA-III,3.7445968442707444e-06,0.45784017920501374
ECO__0000,eco_conscious,2,0.2,0.0,NSGA-II,3.986121154175516e-06,0.4873706034210025
ECO__0000,eco_conscious,3,0.2,0.0,PI-NSGA-III,4.908507272721326e-06,0.6001478778176736
ECO__0000,eco_conscious,3,0.2,0.0,NSGA-II,5.3463910248428535e-06,0.6536865587170663
ECO__0000,eco_conscious,4,0.2,0.0,PI-NSGA-III,7.72212909646528e-06,0.9441606443639593
ECO__0000,eco_conscious,4,0.2,0.0,NSGA-II,8.17882967539634e-06,1.0
ECO__0001,eco_conscious,0,0.2,0.0,PI-NSGA-III,0.0259572521647889,0.9456393115983691
ECO__0001,eco_conscious,0,0.2,0.0,NSGA-II,0.027449421620294734,1.0
ECO__0001,eco_conscious,1,0.2,0.0,PI-NSGA-III,0.022979344906935355,0.8371522440365583
ECO__0001,eco_conscious,1,0.2,0.0,NSGA-II,0.024958550887755136,0.9092559848074186
ECO__0001,eco_conscious,2,0.2,0.0,PI-NSGA-III,0.01875002624755165,0.683075458088662
ECO__0001,eco_conscious,2,0.2,0.0,NSGA-II,0.023073086770151446,0.8405673201176799
ECO__0001,eco_conscious,3,0.2,0.0,PI-NSGA-III,0.019431167786533157,0.707889880352405
ECO__0001,eco_conscious,3,0.2,0.0,NSGA-II,0.019883708427019402,0.724376225556548
ECO__0001,eco_conscious,4,0.2,0.0,PI-NSGA-III,0.017276962300593716,0.6294107955928657
ECO__0001,eco_conscious,4,0.2,0.0,NSGA-II,0.018564672411853268,0.6763228992091941
COST_0002,cost_sensitive,0,0.2,0.0,PI-NSGA-III,0.00014810143500997762,0.9562973294748145
COST_0002,cost_sensitive,0,0.2,0.0,NSGA-II,0.00015486965240330946,1.0
COST_0002,cost_sensitive,1,0.2,0.0,PI-NSGA-III,5.06236864170025e-05,0.3268793183907263
COST_0002,cost_sensitive,1,0.2,0.0,NSGA-II,5.925392294562356e-05,0.38260512647962364
COST_0002,cost_sensitive,2,0.2,0.0,PI-NSGA-III,0.00013489586240094235,0.8710283797218603
COST_0002,cost_sensitive,2,0.2,0.0,NSGA-II,0.00013726745239389125,0.8863418382086969
COST_0002,cost_sensitive,3,0.2,0.0,PI-NSGA-III,3.339724868606285e-05,0.21564746977729496
COST_0002,cost_sensitive,3,0.2,0.0,NSGA-II,3.603762532331022e-05,0.23269649517557853
COST_0002,cost_sensitive,4,0.2,0.0,PI-NSGA-III,2.600857061747835e-05,0.16793845801207832
COST_0002,cost_sensitive,4,0.2,0.0,NSGA-II,3.0915864718353885e-05,0.1996250668778103
COST_0003,cost_sensitive,0,0.2,0.0,PI-NSGA-III,3.928894819328066e-06,0.9847615263720669
COST_0003,cost_sensitive,0,0.2,0.0,NSGA-II,3.989691630015644e-06,1.0
COST_0003,cost_sensitive,1,0.2,0.0,PI-NSGA-III,3.0769519287349837e-06,0.7712255016368066
COST_0003,cost_sensitive,1,0.2,0.0,NSGA-II,3.29325398495545e-06,0.8254407333587676
COST_0003,cost_sensitive,3,0.2,0.0,PI-NSGA-III,3.3541885818086094e-06,0.8407137425293837
COST_0003,cost_sensitive,3,0.2,0.0,NSGA-II,3.5334577054708007e-06,0.8856468201420733
COST_0003,cost_sensitive,2,0.2,0.0,PI-NSGA-III,1.5267969590855368e-06,0.3826854555873407
COST_0003,cost_sensitive,2,0.2,0.0,NSGA-II,1.618933495752179e-06,0.4057791042226065
COST_0003,cost_sensitive,4,0.2,0.0,PI-NSGA-III,2.8273681903076337e-06,0.7086683514676916
COST_0003,cost_sensitive,4,0.2,0.0,NSGA-II,3.2295631972586764e-06,0.8094768961494934
TIME_0004,time_sensitive,0,0.2,0.0,PI-NSGA-III,1.6762626067220686e-05,0.9302220041705106
TIME_0004,time_sensitive,0,0.2,0.0,NSGA-II,1.7510067505681387e-05,0.9717003781494323
TIME_0004,time_sensitive,1,0.2,0.0,PI-NSGA-III,1.4808409753192401e-05,0.821775093231364
TIME_0004,time_sensitive,1,0.2,0.0,NSGA-II,1.563446812660936e-05,0.867616220546397
TIME_0004,time_sensitive,2,0.2,0.0,PI-NSGA-III,5.979648081279255e-06,0.331833460944357
TIME_0004,time_sensitive,2,0.2,0.0,NSGA-II,7.3810506595131895e-06,0.40960263086718385
TIME_0004,time_sensitive,3,0.2,0.0,PI-NSGA-III,1.4735142964481337e-05,0.8177092399002311
TIME_0004,time_sensitive,3,0.2,0.0,NSGA-II,1.570960636179101e-05,0.871785927574414
TIME_0004,time_sensitive,4,0.2,0.0,PI-NSGA-III,1.6759927086325802e-05,0.9300722274346228
TIME_0004,time_sensitive,4,0.2,0.0,NSGA-II,1.802002746878484e-05,1.0
TIME_0005,time_sensitive,0,0.2,0.0,PI-NSGA-III,8.106145216854792e-06,0.6622813651581043
TIME_0005,time_sensitive,0,0.2,0.0,NSGA-II,8.159125420711442e-06,0.666609908602352
TIME_0005,time_sensitive,1,0.2,0.0,PI-NSGA-III,5.518986262900441e-06,0.4509075101297934
TIME_0005,time_sensitive,1,0.2,0.0,NSGA-II,6.465229696085509e-06,0.5282166843348975
