profile_id,archetype,seed,rho,raw_hv_nsga3,raw_hv_nsga2
TIME_0013,time_sensitive,4,0.2,0.00015159685044925197,0.00015499393507413013
TIME_0013,time_sensitive,5,0.2,0.00023172641894162949,0.00023430645024552943
TIME_0013,time_sensitive,6,0.2,7.141051765539291e-05,7.281189121922272e-05
TIME_0013,time_sensitive,7,0.2,4.7479043480704406e-05,5.252870065202864e-05
TIME_0013,time_sensitive,8,0.2,0.00012382926284792203,0.00013152667325577185
TIME_0013,time_sensitive,9,0.2,0.0001225217277577316,0.00012930011078919452
TIME_0014,time_sensitive,0,0.2,3.1182274359586627e-06,3.27336318525345e-06
TIME_0014,time_sensitive,1,0.2,1.690028832705925e-06,1.7879257125162523e-06
TIME_0014,time_sensitive,2,0.2,2.4208322824250307e-06,2.6057116297829634e-06
TIME_0014,time_sensitive,3,0.2,1.7068949560192465e-06,1.8256770215441644e-06
TIME_0014,time_sensitive,4,0.2,2.306193326491902e-06,2.4636386800059637e-06
TIME_0014,time_sensitive,5,0.2,1.902487433072426e-06,1.8041605076519996e-06
TIME_0014,time_sensitive,6,0.2,1.866487196139115e-06,2.059267854499643e-06
TIME_0014,time_sensitive,7,0.2,1.6185364420458835e-06,1.8148063311224142e-06
TIME_0014,time_sensitive,8,0.2,1.9531458994866638e-06,1.9866319528464307e-06
TIME_0014,time_sensitive,9,0.2,2.4867418839896625e-06,2.9315228090888053e-06
COMF_0015,comfort_seeker,0,0.2,6.444078208042875e-06,6.72732526443379e-06
COMF_0015,comfort_seeker,1,0.2,1.251070481849523e-05,1.314684531621556e-05
COMF_0015,comfort_seeker,2,0.2,1.0287902683987086e-05,1.0711513274866272e-05
COMF_0015,comfort_seeker,3,0.2,1.360064703724144e-05,1.4176713948849863e-05
COMF_0015,comfort_seeker,4,0.2,1.7741953028578507e-05,1.798238106162059e-05
COMF_0015,comfort_seeker,5,0.2,7.863544142646243e-06,9.016711978140125e-06
COMF_0015,comfort_seeker,6,0.2,8.489906049400711e-06,8.958587941479766e-06
COMF_0015,comfort_seeker,7,0.2,8.663633508234783e-06,9.59375122807311e-06
COMF_0015,comfort_seeker,9,0.2,1.297993858490651e-05,1.4853661091925218e-05
COMF_0015,comfort_seeker,8,0.2,7.231858395443963e-06,8.608550769130811e-06
COMF_0016,comfort_seeker,0,0.2,8.581001724977926e-06,9.303170563468904e-06
COMF_0016,comfort_seeker,1,0.2,6.960577806721859e-06,7.519404297639523e-06
COMF_0016,comfort_seeker,3,0.2,9.028856396249096e-06,8.577280389439549e-06
COMF_0016,comfort_seeker,2,0.2,6.05841974213913e-06,6.893371634381453e-06
COMF_0016,comfort_seeker,4,0.2,5.0473459535147225e-06,5.709052443393293e-06
COMF_0016,comfort_seeker,5,0.2,1.0033928135323788e-05,9.945635113260845e-06
COMF_0016,comfort_seeker,6,0.2,4.614473473929335e-06,5.035450644500379e-06
COMF_0016,comfort_seeker,7,0.2,6.9028456737696965e-06,7.341093942979766e-06
COMF_0016,comfort_seeker,8,0.2,4.628288569678864e-06,4.739549202443708e-06
COMF_0016,comfort_seeker,9,0.2,4.538701477775694e-06,5.473420982408476e-06
COMF_0017,comfort_seeker,0,0.2,8.359801217862599e-06,8.765251850263478e-06
COMF_0017,comfort_seeker,1,0.2,6.555634905968359e-06,7.256332605045074e-06
COMF_0017,comfort_seeker,2,0.2,8.143539964010009e-06,9.155652989122056e-06
COMF_0017,comfort_seeker,3,0.2,8.323048004953807e-06,8.940858581232583e-06
COMF_0017,comfort_seeker,4,0.2,4.985933107262106e-06,5.474712961803549e-06
COMF_0017,comfort_seeker,5,0.2,5.107727491739818e-06,5.824499960586353e-06
COMF_0017,comfort_seeker,6,0.2,1.198494721296232e-05,1.2638114170249696e-05
COMF_0017,comfort_seeker,7,0.2,7.547326939102265e-06,8.15519580478002e-06
COMF_0017,comfort_seeker,8,0.2,7.439847875508196e-06,8.366253780610502e-06
COMF_0017,comfort_seeker,9,0.2,9.272679916646687e-06,9.875083136078314e-06
COMF_0018,comfort_seeker,0,0.2,1.1159349025569984e-05,1.1679795592387422e-05
COMF_0018,comfort_seeker,1,0.2,1.1618954069058084e-05,1.1035332070427247e-05
COMF_0018,comfort_seeker,2,0.2,5.251008684769326e-06,6.296007026203125e-06
COMF_0018,comfort_seeker,3,0.2,7.868470545917922e-06,8.265974625550595e-06
COMF_0018,comfort_seeker,4,0.2,1.1920025518870123e-05,1.2358103156551881e-05
COMF_0018,comfort_seeker,5,0.2,7.737058384057973e-06,8.114303873959807e-06
COMF_0018,comfort_seeker,6,0.2,1.3116176200316068e-05,1.404075714034393e-05
COMF_0018,comfort_seeker,7,0.2,6.771498124995371e-06,8.304102965076783e-06
COMF_0018,comfort_seeker,8,0.2,6.140795935462271e-06,6.918469434888176e-06
COMF_0018,comfort_seeker,9,0.2,7.399585913786198e-06,8.36091113574079e-06
COMF_0019,comfort_seeker,0,0.2,7.449910220431153e-07,7.492780033418734e-07
COMF_0019,comfort_seeker,1,0.2,5.558250647221705e-07,5.588491915164804e-07
COMF_0019,comfort_seeker,2,0.2,6.105885044726061e-07,6.391309602013803e-07
COMF_0019,comfort_seeker,3,0.2,6.316243587093062e-07,6.9886939062187e-07
COMF_0019,comfort_seeker,4,0.2,4.3414241523745575e-07,4.6858031619188474e-07
COMF_0019,comfort_seeker,5,0.2,5.157005395023111e-07,5.494002664437944e-07
COMF_0019,comfort_seeker,6,0.2,3.5645778658139645e-07,3.8408125052715727e-07
COMF_0019,comfort_seeker,7,0.2,4.6952951573558505e-07,5.062312882009789e-07
COMF_0019,comfort_seeker,8,0.2,5.60361682426611e-07,5.650951184181445e-07
COMF_0019,comfort_seeker,9,0.2,6.815260622790972e-07,7.144269483519295e-07
ECO__0000,eco_conscious,0,0.3,4.442735277605822e-06,5.083147273074975e-06
ECO__0000,eco_conscious,1,0.3,6.403695213960859e-06,6.677840361854859e-06
ECO__0000,eco_conscious,3,0.3,4.908507272721326e-06,5.3463910248428535e-06
ECO__0000,eco_conscious,2,0.3,3.7445968442707444e-06,3.986121154175516e-06
ECO__0000,eco_conscious,4,0.3,7.72212909646528e-06,8.17882967539634e-06
ECO__0000,eco_conscious,5,0.3,9.959287939491907e-06,1.0475610462703153e-05
ECO__0000,eco_conscious,6,0.3,8.322691458013033e-06,9.566845048418237e-06
ECO__0000,eco_conscious,7,0.3,4.839990615570178e-06,5.012046412393996e-06
ECO__0000,eco_conscious,8,0.3,4.446177012422106e-06,5.077831447832677e-06
ECO__0000,eco_conscious,9,0.3,8.323231013277006e-06,8.896361826048396e-06
ECO__0001,eco_conscious,0,0.3,0.0259572521647889,0.027449421620294734
ECO__0001,eco_conscious,1,0.3,0.022979344906935355,0.024958550887755136
ECO__0001,eco_conscious,2,0.3,0.01875002624755165,0.023073086770151446
ECO__0001,eco_conscious,3,0.3,0.019431167786533157,0.019883708427019402
ECO__0001,eco_conscious,4,0.3,0.017276962300593716,0.018564672411853268
ECO__0001,eco_conscious,5,0.3,0.007174032549853151,0.008127754399662644
ECO__0001,eco_conscious,6,0.3,0.0121915590929284,0.012645652340057257
ECO__0001,eco_conscious,7,0.3,0.0033918300397072698,0.0037902027609329034
ECO__0001,eco_conscious,8,0.3,0.016777203954318552,0.016917180823790703
ECO__0001,eco_conscious,9,0.3,0.028138448333499044,0.028739744559676587
ECO__0002,eco_conscious,0,0.3,1.8880629868746548e-05,1.9964193476336325e-05
ECO__0002,eco_conscious,1,0.3,1.0655808731840653e-05,1.2477359286757286e-05
ECO__0002,eco_conscious,2,0.3,2.203100685749462e-05,2.298659231409029e-05
ECO__0002,eco_conscious,3,0.3,1.8342956025497037e-05,1.9378936646131176e-05
ECO__0002,eco_conscious,4,0.3,1.7706555591404666e-05,1.9533977194600643e-05
ECO__0002,eco_conscious,5,0.3,1.1567090562125363e-05,1.1810145250439181e-05
ECO__0002,eco_conscious,6,0.3,1.6690011899703392e-05,1.816351155513273e-05
ECO__0002,eco_conscious,7,0.3,1.5236415103177783e-05,1.5966068350677805e-05
ECO__0002,eco_conscious,8,0.3,2.0345014076986863e-05,2.0110873744532928e-05
ECO__0002,eco_conscious,9,0.3,1.6929523076506087e-05,1.7511141706007306e-05
ECO__0003,eco_conscious,0,0.3,7.242342284180121e-07,8.100247553801998e-07
ECO__0003,eco_conscious,1,0.3,1.0404866961926041e-06,1.1341163574897185e-06
ECO__0003,eco_conscious,2,0.3,1.3318185140087544e-06,1.345260778458646e-06
ECO__0003,eco_conscious,3,0.3,1.262257059003818e-06,1.3956982965520376e-06
ECO__0003,eco_conscious,4,0.3,1.3344764714431312e-06,1.32613346927345e-06
ECO__0003,eco_conscious,5,0.3,7.926222283425901e-07,8.817259632382864e-07
ECO__0003,eco_conscious,6,0.3,9.498200600585909e-07,1.0042819860684197e-06
ECO__0003,eco_conscious,7,0.3,8.329603332618509e-07,8.390596901908568e-07
ECO__0003,eco_conscious,8,0.3,7.607631874030046e-07,8.42215090608601e-07
ECO__0003,eco_conscious,9,0.3,8.12873554985088e-07,9.081329991877245e-07
ECO__0004,eco_conscious,1,0.3,0.019407854617443612,0.01964077312129783
ECO__0004,eco_conscious,0,0.3,0.00011199404488256325,0.00011879583364318125
ECO__0004,eco_conscious,2,0.3,3.124193472668007e-06,3.3342903495034938e-06
ECO__0004,eco_conscious,3,0.3,0.05598776767682382,0.05890903143312024
ECO__0004,eco_conscious,4,0.3,3.3634203060913004e-06,3.5995698568411547e-06
ECO__0004,eco_conscious,5,0.3,0.0075789415486395145,0.008896207991224085
ECO__0004,eco_conscious,6,0.3,2.803060843000882e-06,2.752154508930573e-06
ECO__0004,eco_conscious,7,0.3,0.04415960992192637,0.046241027282426815
ECO__0004,eco_conscious,8,0.3,0.02796277282044865,0.028777057906883927
ECO__0004,eco_conscious,9,0.3,2.8782891320140764e-06,3.264379463255051e-06
COST_0005,cost_sensitive,0,0.3,7.955501502086248e-06,8.100448539141978e-06
COST_0005,cost_sensitive,1,0.3,4.013575747764661e-06,4.763953502343473e-06
COST_0005,cost_sensitive,2,0.3,7.820118344885357e-06,7.81055581233506e-06
COST_0005,cost_sensitive,3,0.3,7.603185610371831e-06,8.734983784607333e-06
COST_0005,cost_sensitive,4,0.3,3.448407682295362e-06,3.821042687563173e-06
COST_0005,cost_sensitive,5,0.3,7.752341518658368e-06,7.810530160893193e-06
COST_0005,cost_sensitive,6,0.3,7.890037202919841e-06,8.329154871812871e-06
COST_0005,cost_sensitive,7,0.3,6.951507134614932e-06,7.475909818169894e-06
COST_0005,cost_sensitive,8,0.3,7.469115765724364e-06,7.699152193373901e-06
COST_0005,cost_sensitive,9,0.3,4.950683352930573e-06,5.4814368929841025e-06
COST_0006,cost_sensitive,0,0.3,0.0015716042444020558,0.0018259109668457482
COST_0006,cost_sensitive,1,0.3,0.0014260246121327283,0.0015346793966044521
COST_0006,cost_sensitive,3,0.3,0.001661996100724083,0.0016607111826573754
COST_0006,cost_sensitive,2,0.3,0.000637848237005086,0.0006958659509648767
COST_0006,cost_sensitive,4,0.3,0.001462905169640948,0.00148762441971982
COST_0006,cost_sensitive,5,0.3,0.0015286508550186035,0.0015817002546017714
COST_0006,cost_sensitive,6,0.3,0.0015014986932011837,0.0015754023932119656
COST_0006,cost_sensitive,7,0.3,0.0013922294359355828,0.001556701394398512
COST_0006,cost_sensitive,8,0.3,0.001369114190081542,0.0014196484343351305
COST_0006,cost_sensitive,9,0.3,0.0014722533933079426,0.0015823331584897593
COST_0007,cost_sensitive,0,0.3,9.011262788605244,8.93019598744999
COST_0007,cost_sensitive,1,0.3,4.890098565774896,5.344062904142192
COST_0007,cost_sensitive,2,0.3,0.0003348789684771866,0.00032478767395227647
COST_0007,cost_sensitive,3,0.3,13.044548694074308,12.865175752832178
COST_0007,cost_sensitive,4,0.3,0.0004006017122755475,0.0004011524851434051
COST_0007,cost_sensitive,5,0.3,8.800213659978853,9.00832986121879
COST_0007,cost_sensitive,6,0.3,29.684450386269486,29.684499374868345
COST_0007,cost_sensitive,7,0.3,0.00017024097520210721,0.0001740251873625903
COST_0007,cost_sensitive,8,0.3,0.00020392204612516723,0.00021651663396993643
COST_0007,cost_sensitive,9,0.3,1.88257871686258,2.008528257198195
COST_0008,cost_sensitive,0,0.3,0.00021370384648068569,0.0002171632036153081
COST_0008,cost_sensitive,1,0.3,9.780249172880056e-05,9.950236816423175e-05
COST_0008,cost_sensitive,2,0.3,3.157808603383405e-05,3.3927752439175476e-05
COST_0008,cost_sensitive,3,0.3,3.9858490015433676e-05,4.415097478167252e-05
COST_0008,cost_sensitive,4,0.3,6.584417450343502e-05,6.732952078973589e-05
COST_0008,cost_sensitive,5,0.3,3.067635514816356e-05,3.30824277320885e-05
COST_0008,cost_sensitive,7,0.3,9.533587062080237e-05,9.809917724363607e-05
COST_0008,cost_sensitive,6,0.3,3.274313874177104e-05,3.448196323894685e-05
COST_0008,cost_sensitive,8,0.3,3.382846518790542e-05,3.663916698230828e-05
COST_0008,cost_sensitive,9,0.3,3.446760100273571e-05,3.6611252490574515e-05
COST_0009,cost_sensitive,0,0.3,6.127196945238109e-06,7.01520082559209e-06
COST_0009,cost_sensitive,1,0.3,1.3859816824983554e-05,1.632465677278061e-05
COST_0009,cost_sensitive,2,0.3,2.0182384960098135e-05,2.0947120288212165e-05
COST_0009,cost_sensitive,3,0.3,4.596497748970179e-06,5.758625642287905e-06
COST_0009,cost_sensitive,4,0.3,1.8363816807094587e-05,1.9416989623272698e-05
COST_0009,cost_sensitive,5,0.3,1.1442546769151199e-05,1.2197591224295956e-05
COST_0009,cost_sensitive,6,0.3,2.0862149811411812e-05,2.1855087874044274e-05
COST_0009,cost_sensitive,7,0.3,2.0379165532335366e-05,2.1027782283179543e-05
COST_0009,cost_sensitive,9,0.3,1.0625350855122832e-05,1.0373769923619929e-05
COST_0009,cost_sensitive,8,0.3,1.1854515395052322e-05,1.2411172269288336e-05
TIME_0010,time_sensitive,0,0.3,2.4528557088503637e-05,2.6059118267272012e-05
TIME_0010,time_sensitive,1,0.3,2.0526454614024942e-05,2.317738903467605e-05
TIME_0010,time_sensitive,2,0.3,1.5355684959358334e-05,1.658461688068139e-05
TIME_0010,time_sensitive,3,0.3,1.9883889452881118e-05,2.311177504576266e-05
TIME_0010,time_sensitive,4,0.3,1.7611024115189776e-05,1.957904854962703e-05
TIME_0010,time_sensitive,5,0.3,2.1575173451954256e-05,2.278716119565426e-05
TIME_0010,time_sensitive,6,0.3,2.7301862435399366e-05,2.856841168860475e-05
TIME_0010,time_sensitive,7,0.3,2.9006657526728696e-05,3.211227665530382e-05
TIME_0010,time_sensitive,8,0.3,5.774386292528154e-05,5.963532406597775e-05
TIME_0010,time_sensitive,9,0.3,1.1131503657748351e-05,1.1412966059831957e-05
TIME_0011,time_sensitive,0,0.3,0.09585213024819628,0.10516060979239202
TIME_0011,time_sensitive,1,0.3,0.0753042212647852,0.07656350375798399
TIME_0011,time_sensitive,2,0.3,0.17607656448283232,0.18941428000697197
TIME_0011,time_sensitive,3,0.3,0.24059119811059845,0.25161746099251325
TIME_0011,time_sensitive,4,0.3,0.2231142504203309,0.23651391918507597
TIME_0011,time_sensitive,5,0.3,0.1864729352599725,0.2152408824619232
TIME_0011,time_sensitive,6,0.3,0.2422697557099609,0.2539701858426266
TIME_0011,time_sensitive,7,0.3,0.08293395804318936,0.08646592772063925
TIME_0011,time_sensitive,8,0.3,0.14758221308203973,0.14692835243894212
TIME_0011,time_sensitive,9,0.3,0.16134821300265675,0.16645305753688727
TIME_0012,time_sensitive,0,0.3,1.336354159656558e-06,1.4508954727147269e-06
TIME_0012,time_sensitive,1,0.3,6.214814523154776e-07,6.93824607467387e-07
TIME_0012,time_sensitive,2,0.3,1.19782821096595e-06,1.29648979447498e-06
TIME_0012,time_sensitive,3,0.3,1.036965717425763e-06,1.1213164633219952e-06
TIME_0012,time_sensitive,4,0.3,1.3308810837696719e-06,1.3912563144401603e-06
TIME_0012,time_sensitive,6,0.3,1.8244739390874903e-06,1.84884937037162e-06
TIME_0012,time_sensitive,5,0.3,1.0254784754010317e-06,1.079293125755756e-06
TIME_0012,time_sensitive,7,0.3,1.2018679028909877e-06,1.3662568956931723e-06
TIME_0012,time_sensitive,8,0.3,1.0611129200423544e-06,1.215771044267082e-06
TIME_0012,time_sensitive,9,0.3,1.03900148019221e-06,1.0432888812338658e-06
TIME_0013,time_sensitive,0,0.3,5.0999687456450724e-05,5.7629901736254954e-05
TIME_0013,time_sensitive,1,0.3,0.00015495799307194746,0.0001684535508325066
TIME_0013,time_sensitive,2,0.3,0.0002024026365248623,0.00020491328007644035
TIME_0013,time_sensitive,3,0.3,4.756044740390303e-05,5.230072237390669e-05
TIME_0013,time_sensitive,4,0.3,0.00015159685044925197,0.00015499393507413013
TIME_0013,time_sensitive,5,0.3,0.00023172641894162949,0.00023430645024552943
TIME_0013,time_sensitive,6,0.3,7.141051765539291e-05,7.281189121922272e-05
TIME_0013,time_sensitive,7,0.3,4.7479043480704406e-05,5.252870065202864e-05
TIME_0013,time_sensitive,8,0.3,0.00012382926284792203,0.00013152667325577185
TIME_0013,time_sensitive,9,0.3,0.0001225217277577316,0.00012930011078919452
TIME_0014,time_sensitive,0,0.3,3.1182274359586627e-06,3.27336318525345e-06
TIME_0014,time_sensitive,1,0.3,1.690028832705925e-06,1.7879257125162523e-06
TIME_0014,time_sensitive,2,0.3,2.4208322824250307e-06,2.6057116297829634e-06
TIME_0014,time_sensitive,3,0.3,1.7068949560192465e-06,1.8256770215441644e-06
TIME_0014,time_sensitive,4,0.3,1.8849835764035698e-06,1.9748500551519633e-06
TIME_0014,time_sensitive,5,0.3,1.902487433072426e-06,1.8041605076519996e-06
TIME_0014,time_sensitive,6,0.3,1.866487196139115e-06,2.059267854499643e-06
TIME_0014,time_sensitive,7,0.3,1.6185364420458835e-06,1.8148063311224142e-06
TIME_0014,time_sensitive,8,0.3,1.9531458994866638e-06,1.9866319528464307e-06
TIME_0014,time_sensitive,9,0.3,2.4867418839896625e-06,2.9315228090888053e-06
COMF_0015,comfort_seeker,0,0.3,6.444078208042875e-06,6.72732526443379e-06
COMF_0015,comfort_seeker,2,0.3,1.0287902683987086e-05,1.0711513274866272e-05
COMF_0015,comfort_seeker,1,0.3,1.251070481849523e-05,1.314684531621556e-05
COMF_0015,comfort_seeker,3,0.3,1.360064703724144e-05,1.4176713948849863e-05
COMF_0015,comfort_seeker,4,0.3,1.7741953028578507e-05,1.798238106162059e-05
COMF_0015,comfort_seeker,5,0.3,7.863544142646243e-06,9.016711978140125e-06
COMF_0015,comfort_seeker,6,0.3,8.489906049400711e-06,8.958587941479766e-06
COMF_0015,comfort_seeker,7,0.3,8.663633508234783e-06,9.59375122807311e-06
COMF_0015,comfort_seeker,8,0.3,7.231858395443963e-06,8.608550769130811e-06
COMF_0015,comfort_seeker,9,0.3,1.297993858490651e-05,1.4853661091925218e-05
COMF_0016,comfort_seeker,0,0.3,7.231769202417232e-06,7.800956450694424e-06
COMF_0016,comfort_seeker,1,0.3,6.440232858120145e-06,7.302108264946211e-06
COMF_0016,comfort_seeker,2,0.3,6.064985187301904e-06,6.311497398076776e-06
COMF_0016,comfort_seeker,3,0.3,8.387121443801023e-06,8.385543809115027e-06
COMF_0016,comfort_seeker,4,0.3,7.980376936862263e-06,8.741481982500025e-06
COMF_0016,comfort_seeker,5,0.3,1.0573058473786031e-05,1.049752933019969e-05
COMF_0016,comfort_seeker,6,0.3,4.649004503013541e-06,5.1114482170536585e-06
COMF_0016,comfort_seeker,7,0.3,6.278025590308718e-06,7.341093942979766e-06
COMF_0016,comfort_seeker,8,0.3,4.079057950017587e-06,4.579141000817397e-06
COMF_0016,comfort_seeker,9,0.3,4.433957580638894e-06,4.836339911968044e-06
COMF_0017,comfort_seeker,0,0.3,8.359801217862599e-06,8.765251850263478e-06
COMF_0017,comfort_seeker,1,0.3,6.555634905968359e-06,7.256332605045074e-06
COMF_0017,comfort_seeker,2,0.3,8.143539964010009e-06,9.155652989122056e-06
COMF_0017,comfort_seeker,3,0.3,8.323048004953807e-06,8.940858581232583e-06
COMF_0017,comfort_seeker,4,0.3,4.985933107262106e-06,5.474712961803549e-06
COMF_0017,comfort_seeker,5,0.3,5.107727491739818e-06,5.824499960586353e-06
COMF_0017,comfort_seeker,6,0.3,1.198494721296232e-05,1.2638114170249696e-05
COMF_0017,comfort_seeker,7,0.3,7.547326939102265e-06,8.15519580478002e-06
COMF_0017,comfort_seeker,8,0.3,7.439847875508196e-06,8.366253780610502e-06
COMF_0017,comfort_seeker,9,0.3,9.272679916646687e-06,9.875083136078314e-06
COMF_0018,comfort_seeker,0,0.3,1.1071804754313957e-05,1.1679795592387422e-05
COMF_0018,comfort_seeker,1,0.3,1.1466185338005936e-05,1.1149296636435417e-05
COMF_0018,comfort_seeker,2,0.3,5.251008684769326e-06,6.296007026203125e-06
COMF_0018,comfort_seeker,3,0.3,7.868470545917922e-06,8.265974625550595e-06
COMF_0018,comfort_seeker,4,0.3,1.1920025518870123e-05,1.2358103156551881e-05
COMF_0018,comfort_seeker,5,0.3,7.737058384057973e-06,8.114303873959807e-06
COMF_0018,comfort_seeker,6,0.3,1.3116176200316068e-05,1.404075714034393e-05
COMF_0018,comfort_seeker,7,0.3,6.771498124995371e-06,8.304102965076783e-06
COMF_0018,comfort_seeker,8,0.3,6.140795935462271e-06,6.918469434888176e-06
COMF_0018,comfort_seeker,9,0.3,7.399585913786198e-06,8.36091113574079e-06
COMF_0019,comfort_seeker,0,0.3,7.211872125113535e-07,7.492780033418734e-07
COMF_0019,comfort_seeker,1,0.3,4.195695790168355e-07,4.538729789541226e-07
COMF_0019,comfort_seeker,2,0.3,5.443715333862697e-07,6.084496351580907e-07
COMF_0019,comfort_seeker,3,0.3,4.6841496621528355e-07,5.074377939607751e-07
COMF_0019,comfort_seeker,5,0.3,3.81302251628596e-07,4.784659205714935e-07
COMF_0019,comfort_seeker,4,0.3,3.2093356938592174e-07,3.5700854313833006e-07
COMF_0019,comfort_seeker,6,0.3,5.280378414555273e-07,5.563164977118419e-07
COMF_0019,comfort_seeker,7,0.3,4.811159414812107e-07,5.062312882009789e-07
COMF_0019,comfort_seeker,8,0.3,5.455400800062003e-07,5.650951184181445e-07
COMF_0019,comfort_seeker,9,0.3,7.078199289692603e-07,7.607452315013523e-07
ECO__0000,eco_conscious,0,0.5,4.442735277605822e-06,5.083147273074975e-06
ECO__0000,eco_conscious,1,0.5,6.403695213960859e-06,6.677840361854859e-06
ECO__0000,eco_conscious,2,0.5,3.7445968442707444e-06,3.986121154175516e-06
ECO__0000,eco_conscious,3,0.5,4.908507272721326e-06,5.3463910248428535e-06
ECO__0000,eco_conscious,4,0.5,7.72212909646528e-06,8.17882967539634e-06
ECO__0000,eco_conscious,5,0.5,9.959287939491907e-06,1.0475610462703153e-05
ECO__0000,eco_conscious,6,0.5,8.322691458013033e-06,9.566845048418237e-06
ECO__0000,eco_conscious,7,0.5,4.839990615570178e-06,5.012046412393996e-06
ECO__0000,eco_conscious,8,0.5,4.446177012422106e-06,5.077831447832677e-06
ECO__0000,eco_conscious,9,0.5,8.323231013277006e-06,8.896361826048396e-06
ECO__0001,eco_conscious,0,0.5,0.009729515022866361,0.01015376605149524
ECO__0001,eco_conscious,1,0.5,0.022560927663423876,0.024958550887755136
ECO__0001,eco_conscious,2,0.5,0.025623911150612737,0.026007711918912737
ECO__0001,eco_conscious,3,0.5,0.01836354432772564,0.019883708427019402
ECO__0001,eco_conscious,4,0.5,0.013986975938106641,0.014717760377989764
ECO__0001,eco_conscious,5,0.5,0.008187966218180113,0.01048462009665
ECO__0001,eco_conscious,6,0.5,0.014973505327309075,0.01510546144795685
ECO__0001,eco_conscious,7,0.5,0.0045313557764847245,0.0049547550895986505
ECO__0001,eco_conscious,8,0.5,0.02407399298903125,0.02611700765514388
ECO__0001,eco_conscious,9,0.5,0.013090381139995003,0.01403269424402887
ECO__0002,eco_conscious,0,0.5,1.8880629868746548e-05,1.9964193476336325e-05
ECO__0002,eco_conscious,1,0.5,1.0655808731840653e-05,1.2477359286757286e-05
ECO__0002,eco_conscious,2,0.5,2.203100685749462e-05,2.298659231409029e-05
ECO__0002,eco_conscious,3,0.5,1.8342956025497037e-05,1.9378936646131176e-05
ECO__0002,eco_conscious,4,0.5,1.7706555591404666e-05,1.9533977194600643e-05
ECO__0002,eco_conscious,5,0.5,1.1567090562125363e-05,1.1810145250439181e-05
ECO__0002,eco_conscious,6,0.5,1.6690011899703392e-05,1.816351155513273e-05
ECO__0002,eco_conscious,7,0.5,1.5236415103177783e-05,1.5966068350677805e-05
ECO__0002,eco_conscious,8,0.5,2.0345014076986863e-05,2.0110873744532928e-05
ECO__0002,eco_conscious,9,0.5,1.6929523076506087e-05,1.7511141706007306e-05
ECO__0003,eco_conscious,0,0.5,7.242342284180121e-07,8.100247553801998e-07
ECO__0003,eco_conscious,1,0.5,1.0404866961926041e-06,1.1341163574897185e-06
ECO__0003,eco_conscious,2,0.5,1.3318185140087544e-06,1.345260778458646e-06
ECO__0003,eco_conscious,3,0.5,1.262257059003818e-06,1.3956982965520376e-06
ECO__0003,eco_conscious,4,0.5,1.3344764714431312e-06,1.32613346927345e-06
ECO__0003,eco_conscious,5,0.5,7.926222283425901e-07,8.817259632382864e-07
ECO__0003,eco_conscious,6,0.5,9.53832472391817e-07,1.0042819860684197e-06
ECO__0003,eco_conscious,7,0.5,8.329603332618509e-07,8.390596901908568e-07
ECO__0003,eco_conscious,8,0.5,7.607631874030046e-07,8.42215090608601e-07
ECO__0003,eco_conscious,9,0.5,8.431278748284212e-07,8.763129213156826e-07
ECO__0004,eco_conscious,0,0.5,0.008019617689354842,0.00843606132159923
ECO__0004,eco_conscious,1,0.5,0.018272859651331522,0.01964077312129783
ECO__0004,eco_conscious,3,0.5,0.055343118120319085,0.05890903143312024
ECO__0004,eco_conscious,2,0.5,3.3837256243047486e-06,3.4810237353469227e-06
ECO__0004,eco_conscious,4,0.5,3.2554040959404043e-06,3.6979759636935118e-06
ECO__0004,eco_conscious,5,0.5,0.00040319925208333915,0.00041646309494278454
ECO__0004,eco_conscious,6,0.5,2.8259193352231003e-06,2.752154508930573e-06
ECO__0004,eco_conscious,7,0.5,2.4774167940935733e-06,2.727839414238708e-06
ECO__0004,eco_conscious,8,0.5,0.026909260539031733,0.028777057906883927
ECO__0004,eco_conscious,9,0.5,3.213792811535767e-06,3.393602314548644e-06
COST_0005,cost_sensitive,1,0.5,3.215375546392491e-06,3.758175437496077e-06
COST_0005,cost_sensitive,0,0.5,6.212393205073957e-06,6.625211317737954e-06
COST_0005,cost_sensitive,2,0.5,7.820118344885357e-06,7.81055581233506e-06
COST_0005,cost_sensitive,3,0.5,7.603185610371831e-06,8.734983784607333e-06
COST_0005,cost_sensitive,4,0.5,3.448407682295362e-06,3.821042687563173e-06
COST_0005,cost_sensitive,5,0.5,7.752341518658368e-06,7.810530160893193e-06
COST_0005,cost_sensitive,6,0.5,7.890037202919841e-06,8.329154871812871e-06
COST_0005,cost_sensitive,7,0.5,6.951507134614932e-06,7.475909818169894e-06
COST_0005,cost_sensitive,8,0.5,7.469115765724364e-06,7.699152193373901e-06
COST_0005,cost_sensitive,9,0.5,4.950683352930573e-06,5.4814368929841025e-06
COST_0006,cost_sensitive,0,0.5,0.0015716042444020558,0.0018259109668457482
COST_0006,cost_sensitive,1,0.5,0.0014260246121327283,0.0015346793966044521
COST_0006,cost_sensitive,2,0.5,0.000637848237005086,0.0006958659509648767
COST_0006,cost_sensitive,3,0.5,0.001661996100724083,0.0016607111826573754
COST_0006,cost_sensitive,4,0.5,0.001462905169640948,0.00148762441971982
COST_0006,cost_sensitive,5,0.5,0.0015286508550186035,0.0015817002546017714
