student_id;gender;age;age_group;mobility_restriction;student_status;campus;distance_km;distance_category;archetype;max_budget_eur;max_travel_time_min;max_walking_distance_m;environmental_attitude
STU_0243;Female;18;18-25;No;Student;Strasbourg;2.62;Medium;Time_Sensitive;5.16;37.1;1267;1
STU_0244;Male;23;18-25;No;Student;Strasbourg;1.52;Short;Time_Sensitive;4.66;13.3;1831;3
STU_0245;Male;22;18-25;No;Student;Strasbourg;3.74;Medium;Eco_Conscious;3.49;31.2;1558;4
STU_0246;Female;21;18-25;No;Alternance;Strasbourg;5.08;Long;Time_Sensitive;7.09;35.6;1499;4
STU_0247;Male;23;18-25;No;Student;Strasbourg;3.59;Medium;Eco_Conscious;5.15;34.0;1430;3
STU_0248;Female;53;46-55;No;Student;Nancy;2.94;Medium;Cost_Sensitive;2.08;27.5;1279;3
STU_0249;Female;25;18-25;No;Student;Nancy;2.84;Medium;Eco_Conscious;5.35;21.5;1780;3
STU_0250;Female;42;36-45;No;Student;Nancy;4.5;Medium;Time_Sensitive;5.6;34.8;1024;4
STU_0251;Male;25;18-25;No;Alternance;Strasbourg;2.5;Medium;Cost_Sensitive;1.0;29.0;1553;5
STU_0252;Male;18;18-25;No;Student;Strasbourg;3.47;Medium;Cost_Sensitive;3.92;22.6;1325;5
STU_0253;Female;22;18-25;No;Student;Strasbourg;6.54;Long;Cost_Sensitive;7.13;42.0;1066;4
STU_0254;Male;31;26-35;No;Employee;Strasbourg;1.96;Short;Eco_Conscious;2.08;16.0;1165;5
STU_0255;Male;29;26-35;No;Alternance;Strasbourg;4.1;Medium;Comfort_Seeking;7.2;34.2;1277;4
STU_0256;Male;27;26-35;No;Student;Strasbourg;1.48;Short;Cost_Sensitive;5.03;24.3;899;3
STU_0257;Female;22;18-25;No;Alternance;Strasbourg;4.81;Medium;Eco_Conscious;4.9;26.4;1502;3
STU_0258;Female;23;18-25;No;Alternance;Strasbourg;2.37;Medium;Eco_Conscious;2.63;23.5;1164;4
STU_0259;Male;29;26-35;No;Alternance;Strasbourg;7.65;Long;Comfort_Seeking;7.77;47.5;1230;2
STU_0260;Male;18;18-25;No;Student;Strasbourg;1.77;Short;Cost_Sensitive;2.64;24.8;1675;4
STU_0261;Male;24;18-25;No;Employee;Strasbourg;5.46;Long;Time_Sensitive;5.07;38.8;1245;4
STU_0262;Other_NA;19;18-25;No;Student;Strasbourg;8.61;Long;Comfort_Seeking;2.14;58.0;1743;3
STU_0263;Male;48;46-55;No;Student;Strasbourg;2.3;Medium;Comfort_Seeking;6.61;22.6;896;5
STU_0264;Male;37;36-45;No;Student;Strasbourg;2.54;Medium;Time_Sensitive;3.66;29.6;816;4
STU_0265;Female;18;18-25;No;Student;Strasbourg;2.42;Medium;Cost_Sensitive;3.24;33.6;1099;3
STU_0266;Female;30;26-35;No;Alternance;Strasbourg;3.17;Medium;Time_Sensitive;4.78;21.8;215;4
STU_0267;Female;37;36-45;Yes;Student;Strasbourg;5.7;Long;Eco_Conscious;6.2;36.6;568;4
STU_0268;Female;20;18-25;No;Student;Strasbourg;3.02;Medium;Eco_Conscious;3.29;28.2;836;3
STU_0269;Male;18;18-25;No;Alternance;Strasbourg;2.18;Medium;Cost_Sensitive;1.54;17.9;984;2
STU_0270;Male;44;36-45;Yes;Student;Strasbourg;1.29;Short;Eco_Conscious;1.0;21.8;592;4
STU_0271;Female;18;18-25;No;Student;Nancy;10.77;Long;Time_Sensitive;8.22;74.7;1242;5
STU_0272;Female;20;18-25;No;Student;Strasbourg;11.27;Long;Time_Sensitive;9.07;69.3;1046;4
STU_0273;Female;20;18-25;No;Student;Strasbourg;5.85;Long;Eco_Conscious;7.64;38.4;487;5
STU_0274;Female;55;46-55;Yes;Student;Strasbourg;2.62;Medium;Comfort_Seeking;5.03;23.0;329;5
STU_0275;Male;39;36-45;No;Alternance;Strasbourg;6.53;Long;Time_Sensitive;5.46;46.4;1453;2
STU_0276;Male;53;46-55;No;Student;Strasbourg;7.34;Long;Comfort_Seeking;2.94;51.9;1725;4
STU_0277;Female;24;18-25;No;Student;Strasbourg;3.63;Medium;Cost_Sensitive;4.6;18.7;991;3
STU_0278;Female;31;26-35;No;Alternance;Nancy;4.31;Medium;Cost_Sensitive;4.4;28.9;691;3
STU_0279;Female;28;26-35;No;Alternance;Strasbourg;8.67;Long;Time_Sensitive;8.07;55.7;1548;4
STU_0280;Female;23;18-25;No;Student;Strasbourg;1.61;Short;Cost_Sensitive;4.59;14.9;1134;4
STU_0281;Female;31;26-35;No;Alternance;Strasbourg;7.56;Long;Cost_Sensitive;8.18;37.3;1420;3
STU_0282;Male;21;18-25;No;Student;Nancy;3.51;Medium;Cost_Sensitive;2.73;19.9;1767;5
STU_0283;Male;22;18-25;No;Student;Strasbourg;2.19;Medium;Comfort_Seeking;1.19;15.5;1336;4
STU_0284;Male;21;18-25;No;Student;Other;2.3;Medium;Cost_Sensitive;2.98;22.1;1259;5
STU_0285;Male;19;18-25;No;Student;Strasbourg;2.54;Medium;Eco_Conscious;2.03;21.8;1281;3
STU_0286;Male;21;18-25;No;Alternance;Other;2.07;Medium;Cost_Sensitive;3.13;18.2;627;5
STU_0287;Male;24;18-25;No;Student;Other;11.89;Long;Comfort_Seeking;13.45;79.4;1588;3
STU_0288;Male;18;18-25;No;Alternance;Strasbourg;5.62;Long;Eco_Conscious;3.79;44.9;1610;2
STU_0289;Male;35;26-35;No;Student;Strasbourg;7.86;Long;Cost_Sensitive;8.34;54.0;1386;4
STU_0290;Male;23;18-25;No;Alternance;Strasbourg;5.85;Long;Eco_Conscious;8.12;42.8;670;4
STU_0291;Male;19;18-25;No;Alternance;Strasbourg;4.37;Medium;Time_Sensitive;5.06;29.8;1158;4
STU_0292;Male;22;18-25;No;Alternance;Strasbourg;4.4;Medium;Eco_Conscious;6.54;30.5;1703;4
STU_0293;Female;28;26-35;No;Student;Strasbourg;3.34;Medium;Eco_Conscious;3.82;19.8;1002;1
STU_0294;Male;23;18-25;No;Alternance;Strasbourg;3.5;Medium;Eco_Conscious;4.78;28.0;1614;4
STU_0295;Male;25;18-25;No;Student;Strasbourg;1.85;Short;Eco_Conscious;3.87;24.1;1219;3
STU_0296;Male;35;26-35;No;Alternance;Nancy;7.94;Long;Time_Sensitive;7.22;60.4;1449;4
STU_0297;Female;23;18-25;No;Alternance;Strasbourg;1.46;Short;Cost_Sensitive;6.32;16.8;1056;3
STU_0298;Male;23;18-25;Yes;Alternance;Strasbourg;2.26;Medium;Comfort_Seeking;4.46;24.9;613;5
STU_0299;Male;23;18-25;No;Student;Strasbourg;13.69;Long;Time_Sensitive;15.48;71.0;1353;4
STU_0300;Male;28;26-35;No;Student;Nancy;4.56;Medium;Time_Sensitive;7.3;32.9;821;4
STU_0301;Male;25;18-25;No;Student;Strasbourg;4.67;Medium;Cost_Sensitive;6.06;33.4;1296;5
STU_0302;Male;32;26-35;No;Student;Strasbourg;6.12;Long;Time_Sensitive;9.2;51.1;259;4
STU_0303;Male;21;18-25;No;Employee;Strasbourg;1.71;Short;Comfort_Seeking;3.29;21.4;989;1
STU_0304;Female;49;46-55;No;Alternance;Strasbourg;1.86;Short;Time_Sensitive;1.77;22.7;1255;1
STU_0305;Female;34;26-35;No;Employee;Strasbourg;3.24;Medium;Time_Sensitive;4.28;30.0;1592;4
STU_0306;Female;50;46-55;No;Student;Other;2.48;Medium;Comfort_Seeking;1.8;23.9;1215;3
STU_0307;Male;22;18-25;No;Alternance;Nancy;4.03;Medium;Comfort_Seeking;1.14;39.8;713;4
STU_0308;Male;28;26-35;No;Alternance;Strasbourg;5.6;Long;Time_Sensitive;4.73;29.3;1562;3
STU_0309;Female;19;18-25;No;Alternance;Nancy;9.5;Long;Time_Sensitive;9.71;63.0;801;3
STU_0310;Male;20;18-25;No;Alternance;Strasbourg;6.77;Long;Comfort_Seeking;9.17;52.9;1415;4
STU_0311;Male;19;18-25;No;Student;Strasbourg;2.35;Medium;Eco_Conscious;1.96;13.5;813;5
STU_0312;Male;28;26-35;No;Alternance;Nancy;3.38;Medium;Cost_Sensitive;6.19;32.8;929;4
STU_0313;Male;53;46-55;No;Student;Strasbourg;2.88;Medium;Cost_Sensitive;1.77;22.0;670;5
STU_0314;Female;29;26-35;No;Student;Nancy;2.32;Medium;Time_Sensitive;1.82;23.3;1249;5
STU_0315;Female;19;18-25;No;Student;Strasbourg;2.03;Medium;Cost_Sensitive;5.83;17.3;1132;3
STU_0316;Female;25;18-25;No;Employee;Strasbourg;11.17;Long;Cost_Sensitive;11.08;76.2;1378;3
STU_0317;Male;35;26-35;No;Alternance;Strasbourg;4.24;Medium;Comfort_Seeking;4.79;31.9;1193;4
STU_0318;Male;18;18-25;No;Employee;Strasbourg;3.69;Medium;Cost_Sensitive;5.06;34.5;669;5
STU_0319;Male;19;18-25;No;Alternance;Strasbourg;5.59;Long;Eco_Conscious;4.08;42.9;1297;4
STU_0320;Male;18;18-25;No;Student;Other;5.76;Long;Cost_Sensitive;5.8;37.7;583;5
STU_0321;Male;22;18-25;No;Student;Strasbourg;8.11;Long;Eco_Conscious;8.4;57.1;891;1
STU_0322;Female;23;18-25;No;Student;Nancy;2.72;Medium;Eco_Conscious;6.03;21.6;1073;3
STU_0323;Female;18;18-25;No;Student;Nancy;5.33;Long;Cost_Sensitive;3.02;39.6;1048;4
STU_0324;Male;21;18-25;No;Student;Strasbourg;2.47;Medium;Time_Sensitive;6.77;22.1;623;4
STU_0325;Female;24;18-25;No;Student;Strasbourg;3.77;Medium;Cost_Sensitive;4.48;35.2;1680;2
STU_0326;Female;49;46-55;Yes;Student;Strasbourg;4.35;Medium;Comfort_Seeking;3.2;36.6;537;3
STU_0327;Male;18;18-25;No;Employee;Strasbourg;4.61;Medium;Comfort_Seeking;3.09;35.2;1988;1
STU_0328;Male;23;18-25;No;Student;Other;4.49;Medium;Time_Sensitive;5.81;31.3;1602;4
STU_0329;Male;25;18-25;No;Alternance;Strasbourg;6.74;Long;Time_Sensitive;4.8;40.7;1062;5
STU_0330;Male;23;18-25;No;Alternance;Strasbourg;2.97;Medium;Time_Sensitive;3.02;27.0;1056;5
STU_0331;Male;49;46-55;No;Student;Strasbourg;4.68;Medium;Comfort_Seeking;5.03;32.6;901;4
STU_0332;Female;29;26-35;No;Student;Strasbourg;2.7;Medium;Time_Sensitive;5.85;15.5;1895;4
STU_0333;Male;20;18-25;No;Student;Strasbourg;23.32;Long;Cost_Sensitive;23.16;90.0;1160;4
STU_0334;Male;20;18-25;Yes;Student;Strasbourg;2.47;Medium;Time_Sensitive;2.44;31.7;759;2
STU_0335;Male;34;26-35;No;Alternance;Strasbourg;2.79;Medium;Cost_Sensitive;3.49;22.0;1617;3
STU_0336;Male;41;36-45;No;Student;Strasbourg;7.06;Long;Comfort_Seeking;4.63;54.2;1251;3
STU_0337;Female;18;18-25;No;Student;Strasbourg;3.27;Medium;Cost_Sensitive;1.0;26.2;692;5
STU_0338;Female;22;18-25;Yes;Student;Strasbourg;7.07;Long;Eco_Conscious;5.3;55.1;648;5
STU_0339;Male;22;18-25;No;Employee;Strasbourg;4.61;Medium;Cost_Sensitive;7.44;41.2;1251;4
STU_0340;Male;37;36-45;No;Alternance;Nancy;3.33;Medium;Time_Sensitive;5.73;24.2;1647;4
STU_0341;Male;25;18-25;No;Alternance;Strasbourg;2.71;Medium;Eco_Conscious;4.49;15.0;1207;2
STU_0342;Male;37;36-45;No;Student;Strasbourg;2.65;Medium;Comfort_Seeking;1.13;15.1;777;4
STU_0343;Male;21;18-25;No;Alternance;Strasbourg;3.35;Medium;Eco_Conscious;3.07;24.4;1546;4
STU_0344;Male;18;18-25;No;Alternance;Strasbourg;3.8;Medium;Cost_Sensitive;3.19;40.3;1120;4
STU_0345;Male;24;18-25;No;Alternance;Other;2.59;Medium;Cost_Sensitive;3.4;22.2;309;3
STU_0346;Male;21;18-25;No;Employee;Strasbourg;3.95;Medium;Comfort_Seeking;4.45;32.5;1314;5
STU_0347;Female;22;18-25;No;Student;Strasbourg;2.22;Medium;Time_Sensitive;1.58;28.7;1375;4
STU_0348;Male;21;18-25;No;Employee;Nancy;6.56;Long;Cost_Sensitive;7.7;46.6;905;5
STU_0349;Male;21;18-25;No;Alternance;Strasbourg;7.34;Long;Comfort_Seeking;8.15;50.7;1133;5
STU_0350;Male;29;26-35;No;Student;Strasbourg;2.79;Medium;Comfort_Seeking;2.56;28.5;1430;5
STU_0351;Male;19;18-25;No;Student;Strasbourg;2.7;Medium;Comfort_Seeking;4.34;26.3;1316;3
STU_0352;Female;22;18-25;No;Employee;Strasbourg;4.67;Medium;Comfort_Seeking;7.49;35.2;653;2
STU_0353;Female;41;36-45;No;Student;Strasbourg;8.84;Long;Comfort_Seeking;11.58;55.0;1624;3
STU_0354;Male;27;26-35;No;Alternance;Strasbourg;10.06;Long;Cost_Sensitive;10.93;65.7;1797;2
STU_0355;Male;54;46-55;No;Employee;Nancy;1.85;Short;Cost_Sensitive;3.9;25.6;811;4
STU_0356;Female;54;46-55;Yes;Alternance;Nancy;7.59;Long;Eco_Conscious;7.52;60.7;676;4
STU_0357;Male;22;18-25;No;Student;Strasbourg;4.06;Medium;Time_Sensitive;6.8;33.8;1470;4
STU_0358;Male;20;18-25;No;Alternance;Strasbourg;4.11;Medium;Time_Sensitive;3.07;36.4;964;3
STU_0359;Female;27;26-35;No;Student;Nancy;5.66;Long;Time_Sensitive;7.96;42.5;1387;5
STU_0360;Male;19;18-25;No;Student;Strasbourg;3.18;Medium;Time_Sensitive;3.69;27.1;1971;1
STU_0361;Male;18;18-25;No;Student;Nancy;8.01;Long;Time_Sensitive;10.99;56.6;659;3
STU_0362;Female;27;26-35;No;Alternance;Nancy;9.7;Long;Cost_Sensitive;10.8;69.3;921;4
STU_0363;Male;23;18-25;No;Student;Strasbourg;9.91;Long;Cost_Sensitive;9.8;60.1;1132;4
STU_0364;Male;20;18-25;No;Alternance;Strasbourg;1.43;Short;Time_Sensitive;2.29;10.6;1652;3
STU_0365;Female;19;18-25;No;Alternance;Strasbourg;3.68;Medium;Eco_Conscious;5.57;27.6;2444;1
STU_0366;Male;22;18-25;No;Alternance;Strasbourg;1.36;Short;Cost_Sensitive;3.51;18.5;1286;4
STU_0367;Female;24;18-25;No;Alternance;Nancy;2.69;Medium;Time_Sensitive;3.07;29.1;629;2
STU_0368;Female;25;18-25;No;Student;Strasbourg;1.03;Short;Eco_Conscious;2.54;10.7;1079;2
STU_0369;Male;34;26-35;No;Alternance;Nancy;5.48;Long;Time_Sensitive;7.77;27.7;929;4
STU_0370;Male;24;18-25;No;Student;Strasbourg;4.79;Medium;Cost_Sensitive;3.12;33.8;1453;3
STU_0371;Male;20;18-25;No;Employee;Strasbourg;3.27;Medium;Time_Sensitive;5.59;27.0;1332;3
STU_0372;Male;34;26-35;No;Student;Strasbourg;2.65;Medium;Time_Sensitive;4.69;18.8;835;4
STU_0373;Male;38;36-45;No;Student;Strasbourg;5.06;Long;Comfort_Seeking;7.94;34.0;908;5
STU_0374;Female;30;26-35;No;Alternance;Strasbourg;2.33;Medium;Cost_Sensitive;2.19;27.2;1074;5
STU_0375;Male;34;26-35;No;Student;Strasbourg;2.24;Medium;Eco_Conscious;3.41;22.7;1116;3
STU_0376;Male;21;18-25;No;Student;Other;2.08;Medium;Cost_Sensitive;3.64;23.2;1185;3
STU_0377;Female;23;18-25;No;Alternance;Strasbourg;3.74;Medium;Time_Sensitive;6.01;28.8;1217;3
STU_0378;Male;23;18-25;No;Alternance;Strasbourg;2.99;Medium;Time_Sensitive;4.81;22.7;1632;3
STU_0379;Female;20;18-25;No;Alternance;Strasbourg;3.36;Medium;Time_Sensitive;2.12;26.7;1061;4
STU_0380;Male;24;18-25;No;Student;Nancy;5.72;Long;Time_Sensitive;6.89;44.0;1010;4
STU_0381;Male;25;18-25;No;Alternance;Strasbourg;7.41;Long;Cost_Sensitive;11.41;43.3;731;4
STU_0382;Female;26;26-35;No;Student;Strasbourg;9.85;Long;Time_Sensitive;10.97;72.4;1122;3
STU_0383;Male;21;18-25;No;Alternance;Nancy;4.36;Medium;Eco_Conscious;8.15;36.9;1290;3
STU_0384;Female;21;18-25;No;Alternance;Nancy;5.16;Long;Time_Sensitive;7.76;35.7;597;4
STU_0385;Female;24;18-25;No;Alternance;Strasbourg;4.7;Medium;Comfort_Seeking;7.95;39.9;1080;3
STU_0386;Female;25;18-25;No;Student;Strasbourg;1.58;Short;Eco_Conscious;3.4;24.8;1606;4
STU_0387;Male;18;18-25;No;Student;Strasbourg;3.39;Medium;Time_Sensitive;5.32;27.0;1427;4
STU_0388;Male;30;26-35;No;Student;Strasbourg;3.4;Medium;Cost_Sensitive;4.85;27.6;1331;4
STU_0389;Female;24;18-25;No;Student;Nancy;3.12;Medium;Time_Sensitive;4.16;34.6;1417;4
STU_0390;Female;21;18-25;No;Student;Strasbourg;4.11;Medium;Eco_Conscious;6.33;43.2;999;4
STU_0391;Other_NA;21;18-25;No;Alternance;Nancy;3.7;Medium;Cost_Sensitive;3.71;30.5;953;3
STU_0392;Male;29;26-35;No;Student;Strasbourg;2.36;Medium;Comfort_Seeking;6.9;17.2;1645;1
STU_0393;Male;21;18-25;No;Employee;Strasbourg;3.85;Medium;Cost_Sensitive;3.1;28.8;1490;4
STU_0394;Female;21;18-25;No;Student;Strasbourg;2.9;Medium;Comfort_Seeking;5.43;31.1;939;3
STU_0395;Male;23;18-25;No;Alternance;Strasbourg;0.91;Short;Cost_Sensitive;4.76;9.9;542;4
STU_0396;Female;24;18-25;No;Alternance;Nancy;1.86;Short;Comfort_Seeking;2.76;19.2;946;4
STU_0397;Female;27;26-35;No;Student;Nancy;4.44;Medium;Time_Sensitive;3.27;35.9;1390;5
STU_0398;Male;30;26-35;No;Student;Strasbourg;7.98;Long;Time_Sensitive;10.36;49.3;970;5
STU_0399;Female;21;18-25;No;Alternance;Strasbourg;1.02;Short;Cost_Sensitive;2.73;21.1;1316;1
STU_0400;Female;28;26-35;No;Student;Strasbourg;2.53;Medium;Time_Sensitive;5.11;27.4;1697;5
STU_0401;Male;32;26-35;No;Employee;Strasbourg;5.42;Long;Comfort_Seeking;5.91;49.9;1167;4
STU_0402;Female;31;26-35;No;Alternance;Strasbourg;7.05;Long;Cost_Sensitive;10.61;52.7;1282;4
STU_0403;Male;32;26-35;No;Employee;Strasbourg;3.29;Medium;Cost_Sensitive;1.0;23.3;1440;1
STU_0404;Female;22;18-25;No;Student;Strasbourg;2.82;Medium;Eco_Conscious;4.57;28.2;821;5
STU_0405;Male;22;18-25;No;Alternance;Other;8.61;Long;Time_Sensitive;11.23;62.3;929;2
STU_0406;Female;23;18-25;No;Alternance;Strasbourg;6.71;Long;Time_Sensitive;7.39;52.1;1454;5
STU_0407;Male;30;26-35;No;Alternance;Strasbourg;6.96;Long;Eco_Conscious;7.96;44.4;1213;1
STU_0408;Male;23;18-25;No;Student;Strasbourg;3.2;Medium;Cost_Sensitive;3.44;23.1;1243;4
STU_0409;Female;32;26-35;No;Alternance;Strasbourg;8.09;Long;Comfort_Seeking;8.41;48.8;1212;3
STU_0410;Male;27;26-35;No;Student;Strasbourg;1.35;Short;Time_Sensitive;1.0;25.4;1542;3
STU_0411;Male;23;18-25;No;Alternance;Nancy;8.17;Long;Cost_Sensitive;7.15;58.0;1352;2
STU_0412;Female;30;26-35;No;Student;Nancy;4.05;Medium;Eco_Conscious;3.53;28.2;1357;3
STU_0413;Female;23;18-25;No;Alternance;Strasbourg;4.54;Medium;Eco_Conscious;6.56;35.6;1628;2
STU_0414;Male;23;18-25;No;Student;Strasbourg;2.42;Medium;Time_Sensitive;2.53;22.7;1762;4
STU_0415;Female;30;26-35;No;Alternance;Strasbourg;1.45;Short;Eco_Conscious;1.76;13.1;1985;4
STU_0416;Male;19;18-25;No;Alternance;Nancy;4.49;Medium;Cost_Sensitive;4.64;34.9;997;5
STU_0417;Male;32;26-35;No;Alternance;Strasbourg;5.82;Long;Time_Sensitive;5.1;43.0;2064;4
STU_0418;Male;35;26-35;No;Student;Strasbourg;6.36;Long;Comfort_Seeking;7.39;54.6;816;2
STU_0419;Female;25;18-25;No;Student;Strasbourg;5.97;Long;Cost_Sensitive;7.25;39.6;1877;3
STU_0420;Female;24;18-25;Yes;Employee;Strasbourg;5.23;Long;Time_Sensitive;7.43;30.2;446;3
STU_0421;Female;22;18-25;No;Student;Strasbourg;2.45;Medium;Comfort_Seeking;4.76;18.2;1176;5
STU_0422;Female;18;18-25;No;Alternance;Other;6.6;Long;Comfort_Seeking;8.1;41.8;1207;5
STU_0423;Male;48;46-55;No;Alternance;Strasbourg;2.3;Medium;Eco_Conscious;2.86;20.5;777;3
STU_0424;Male;22;18-25;No;Alternance;Strasbourg;8.06;Long;Time_Sensitive;7.64;49.1;1230;2
STU_0425;Male;19;18-25;No;Student;Strasbourg;4.01;Medium;Time_Sensitive;3.34;36.2;915;5
STU_0426;Male;19;18-25;No;Alternance;Nancy;4.09;Medium;Comfort_Seeking;3.38;26.9;768;5
STU_0427;Male;22;18-25;No;Alternance;Other;6.99;Long;Comfort_Seeking;7.79;48.5;1186;5
STU_0428;Female;30;26-35;No;Student;Strasbourg;7.57;Long;Cost_Sensitive;6.64;61.6;1756;5
STU_0429;Male;22;18-25;No;Alternance;Nancy;6.61;Long;Time_Sensitive;9.76;49.1;1111;4
STU_0430;Male;27;26-35;No;Student;Strasbourg;2.6;Medium;Time_Sensitive;3.64;26.6;1529;3
STU_0431;Male;22;18-25;No;Student;Strasbourg;6.58;Long;Eco_Conscious;9.8;55.5;904;4
STU_0432;Female;48;46-55;No;Student;Strasbourg;2.61;Medium;Eco_Conscious;4.75;30.6;631;4
STU_0433;Male;25;18-25;No;Student;Strasbourg;6.68;Long;Eco_Conscious;5.78;49.6;1359;4
STU_0434;Male;21;18-25;No;Alternance;Strasbourg;1.83;Short;Comfort_Seeking;2.94;18.5;1814;4
STU_0435;Male;52;46-55;No;Student;Strasbourg;3.99;Medium;Cost_Sensitive;1.88;31.8;1093;3
STU_0436;Female;20;18-25;No;Student;Strasbourg;2.6;Medium;Cost_Sensitive;4.05;23.9;1489;3
STU_0437;Male;52;46-55;No;Student;Nancy;7.01;Long;Eco_Conscious;6.22;46.5;1543;3
STU_0438;Female;21;18-25;No;Alternance;Strasbourg;8.09;Long;Time_Sensitive;6.37;55.6;1187;2
STU_0439;Female;20;18-25;No;Alternance;Strasbourg;4.73;Medium;Cost_Sensitive;8.26;37.8;1147;4
STU_0440;Male;24;18-25;No;Student;Strasbourg;4.64;Medium;Cost_Sensitive;7.3;29.3;1365;5
STU_0441;Male;30;26-35;No;Student;Strasbourg;6.36;Long;Eco_Conscious;8.71;53.1;1428;5
STU_0442;Other_NA;21;18-25;No;Alternance;Strasbourg;8.12;Long;Comfort_Seeking;9.81;56.7;710;3
STU_0443;Male;25;18-25;No;Student;Strasbourg;4.3;Medium;Time_Sensitive;2.93;32.3;1304;4
STU_0444;Male;24;18-25;No;Student;Other;3.14;Medium;Time_Sensitive;3.45;28.4;1200;1
STU_0445;Female;22;18-25;No;Student;Strasbourg;6.15;Long;Cost_Sensitive;6.12;48.5;924;4
STU_0446;Female;19;18-25;No;Alternance;Strasbourg;1.42;Short;Eco_Conscious;1.0;10.5;1176;3
STU_0447;Other_NA;29;26-35;No;Student;Nancy;7.18;Long;Comfort_Seeking;6.6;49.0;792;3
STU_0448;Female;37;36-45;No;Student;Strasbourg;2.78;Medium;Eco_Conscious;2.88;19.4;671;5
STU_0449;Male;55;46-55;No;Student;Strasbourg;3.66;Medium;Time_Sensitive;4.84;43.4;998;4
STU_0450;Male;27;26-35;No;Employee;Strasbourg;7.2;Long;Cost_Sensitive;12.18;50.3;1516;1
STU_0451;Female;25;18-25;No;Student;Strasbourg;3.3;Medium;Cost_Sensitive;4.27;22.3;1078;3
STU_0452;Male;28;26-35;No;Alternance;Strasbourg;6.15;Long;Eco_Conscious;6.96;61.8;864;4
STU_0453;Male;18;18-25;No;Student;Strasbourg;8.21;Long;Comfort_Seeking;8.03;52.5;918;3
STU_0454;Female;22;18-25;No;Student;Strasbourg;4.49;Medium;Comfort_Seeking;6.64;33.6;1392;5
STU_0455;Male;21;18-25;No;Alternance;Strasbourg;5.05;Long;Time_Sensitive;3.86;37.1;1784;4
STU_0456;Male;22;18-25;No;Student;Nancy;3.93;Medium;Eco_Conscious;8.25;27.4;1470;4
STU_0457;Male;31;26-35;No;Alternance;Strasbourg;4.51;Medium;Comfort_Seeking;5.11;36.0;1655;4
STU_0458;Male;19;18-25;No;Alternance;Strasbourg;2.19;Medium;Cost_Sensitive;2.65;11.0;833;3
STU_0459;Male;22;18-25;No;Alternance;Nancy;3.55;Medium;Time_Sensitive;6.26;35.0;1174;3
STU_0460;Male;19;18-25;No;Student;Strasbourg;1.98;Short;Comfort_Seeking;1.58;15.3;1557;3
STU_0461;Male;48;46-55;No;Alternance;Strasbourg;2.49;Medium;Time_Sensitive;4.91;21.6;590;4
STU_0462;Female;18;18-25;No;Student;Other;1.3;Short;Comfort_Seeking;5.13;20.9;970;3
STU_0463;Female;18;18-25;No;Alternance;Strasbourg;4.92;Medium;Comfort_Seeking;5.25;36.0;1530;5
STU_0464;Male;25;18-25;No;Alternance;Strasbourg;11.35;Long;Eco_Conscious;14.84;71.6;1290;3
STU_0465;Female;26;26-35;No;Alternance;Nancy;3.22;Medium;Comfort_Seeking;5.4;22.6;862;2
STU_0466;Male;25;18-25;No;Student;Strasbourg;7.41;Long;Eco_Conscious;8.98;61.2;629;2
STU_0467;Male;18;18-25;No;Alternance;Strasbourg;8.14;Long;Eco_Conscious;10.88;57.4;1668;1
STU_0468;Female;18;18-25;No;Student;Strasbourg;2.09;Medium;Time_Sensitive;6.21;16.1;481;3
STU_0469;Male;18;18-25;No;Alternance;Strasbourg;2.37;Medium;Cost_Sensitive;3.99;23.9;1421;3
STU_0470;Female;19;18-25;No;Student;Strasbourg;7.53;Long;Time_Sensitive;9.33;45.6;1013;1
STU_0471;Male;21;18-25;No;Student;Nancy;3.99;Medium;Eco_Conscious;7.4;40.6;1566;4
STU_0472;Female;51;46-55;No;Alternance;Strasbourg;1.98;Short;Cost_Sensitive;1.09;21.9;670;4
STU_0473;Male;22;18-25;Yes;Alternance;Nancy;2.9;Medium;Cost_Sensitive;1.0;21.1;626;2
STU_0474;Female;18;18-25;No;Student;Strasbourg;5.39;Long;Cost_Sensitive;5.98;43.1;1341;4
STU_0475;Male;45;36-45;Yes;Alternance;Nancy;2.64;Medium;Comfort_Seeking;1.0;23.1;457;4
STU_0476;Other_NA;19;18-25;No;Student;Strasbourg;0.83;Short;Comfort_Seeking;1.64;8.1;929;5
STU_0477;Male;19;18-25;No;Student;Strasbourg;3.49;Medium;Comfort_Seeking;5.03;31.1;1153;4
STU_0478;Male;25;18-25;No;Student;Strasbourg;3.66;Medium;Time_Sensitive;4.11;31.9;1162;3
STU_0479;Female;21;18-25;No;Student;Strasbourg;4.23;Medium;Comfort_Seeking;4.84;39.0;1829;4
STU_0480;Male;43;36-45;Yes;Student;Strasbourg;8.81;Long;Comfort_Seeking;7.19;58.8;505;4
STU_0481;Male;22;18-25;No;Alternance;Nancy;4.35;Medium;Time_Sensitive;6.62;34.5;1390;3
STU_0482;Female;32;26-35;No;Student;Nancy;4.86;Medium;Eco_Conscious;3.72;37.5;1386;5
STU_0483;Male;19;18-25;No;Student;Strasbourg;7.82;Long;Cost_Sensitive;4.36;61.0;1420;3
STU_0484;Male;25;18-25;No;Employee;Strasbourg;4.24;Medium;Comfort_Seeking;4.73;31.8;714;5
STU_0485;Male;20;18-25;No;Student;Strasbourg;14.73;Long;Time_Sensitive;15.67;90.0;1917;4
