student_id;scenario_id;scenario_description;mode_mix;distance_km;weather;crowding;transfers;human_comfort_rating_1_10;human_comfort_normalized_0_1;mlp_predicted_comfort;absolute_error
STU_0091;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;7;0.7;0.7;0.0
STU_0091;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0091;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;6;0.6;0.6;0.0
STU_0091;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;10;1.0;0.96;0.04
STU_0091;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0091;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;9;0.9;0.83;0.07
STU_0091;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;7;0.7;0.6105;0.0895
STU_0091;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0091;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0091;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;8;0.8;0.691;0.109
STU_0091;S12;Car only, long, age>45;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0092;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;9;0.9;1.0;0.1
STU_0092;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;7;0.7;0.7;0.0
STU_0092;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0092;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;5;0.5;0.6;0.1
STU_0092;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;7;0.7;0.96;0.26
STU_0092;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0092;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;7;0.7;0.83;0.13
STU_0092;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;6;0.6;0.6105;0.0105
STU_0092;S09;Car only, long distance;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0092;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0092;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;6;0.6;0.691;0.091
STU_0092;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0093;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0093;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;8;0.8;0.7;0.1
STU_0093;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0093;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;5;0.5;0.6;0.1
STU_0093;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;10;1.0;0.96;0.04
STU_0093;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0093;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;9;0.9;0.83;0.07
STU_0093;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;7;0.7;0.6105;0.0895
STU_0093;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0093;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;8;0.8;1.0;0.2
STU_0093;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;8;0.8;0.691;0.109
STU_0093;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0094;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0094;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;8;0.8;0.7;0.1
STU_0094;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0094;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;8;0.8;0.6;0.2
STU_0094;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;9;0.9;0.96;0.06
STU_0094;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;7;0.7;0.83;0.13
STU_0094;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;9;0.9;0.83;0.07
STU_0094;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;7;0.7;0.6105;0.0895
STU_0094;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0094;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0094;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;8;0.8;0.691;0.109
STU_0094;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0095;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;0.85;0.15
STU_0095;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;6;0.6;0.55;0.05
STU_0095;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;8;0.8;0.8;0.0
STU_0095;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;6;0.6;0.4;0.2
STU_0095;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;9;0.9;0.96;0.06
STU_0095;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;8;0.8;0.83;0.03
STU_0095;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;9;0.9;0.785;0.115
STU_0095;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;4;0.4;0.588;0.188
STU_0095;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0095;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;8;0.8;0.8;0.0
STU_0095;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;6;0.6;0.646;0.046
STU_0095;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0096;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0096;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;7;0.7;0.7;0.0
STU_0096;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;8;0.8;1.0;0.2
STU_0096;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;7;0.7;0.6;0.1
STU_0096;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;9;0.9;0.96;0.06
STU_0096;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0096;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;9;0.9;0.83;0.07
STU_0096;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;6;0.6;0.6105;0.0105
STU_0096;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0096;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0096;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;7;0.7;0.691;0.009
STU_0096;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0097;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0097;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;8;0.8;0.7;0.1
STU_0097;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;9;0.9;1.0;0.1
STU_0097;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;7;0.7;0.6;0.1
STU_0097;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;8;0.8;0.96;0.16
STU_0097;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0097;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;9;0.9;0.83;0.07
STU_0097;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;6;0.6;0.6105;0.0105
STU_0097;S09;Car only, long distance;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0097;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0097;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;7;0.7;0.691;0.009
STU_0097;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0098;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;9;0.9;1.0;0.1
STU_0098;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;9;0.9;0.7;0.2
STU_0098;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;9;0.9;1.0;0.1
STU_0098;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;8;0.8;0.6;0.2
STU_0098;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;8;0.8;0.96;0.16
STU_0098;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;8;0.8;0.83;0.03
STU_0098;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;8;0.8;0.83;0.03
STU_0098;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;7;0.7;0.6105;0.0895
STU_0098;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0098;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0098;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;7;0.7;0.691;0.009
STU_0098;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0099;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0099;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;7;0.7;0.7;0.0
STU_0099;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;0.85;0.15
STU_0099;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;5;0.5;0.45;0.05
STU_0099;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;9;0.9;0.96;0.06
STU_0099;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0099;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;9;0.9;0.83;0.07
STU_0099;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;6;0.6;0.6105;0.0105
STU_0099;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0099;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;0.85;0.15
STU_0099;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;7;0.7;0.691;0.009
STU_0099;S12;Car only, long, age>45;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0100;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0100;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;9;0.9;0.7;0.2
STU_0100;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0100;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;6;0.6;0.6;0.0
STU_0100;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;7;0.7;0.96;0.26
STU_0100;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;10;1.0;0.83;0.17
STU_0100;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;10;1.0;0.83;0.17
STU_0100;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;8;0.8;0.6105;0.1895
STU_0100;S09;Car only, long distance;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0100;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;9;0.9;1.0;0.1
STU_0100;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;9;0.9;0.691;0.209
STU_0100;S12;Car only, long, age>45;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0101;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0101;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;8;0.8;0.7;0.1
STU_0101;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0101;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;5;0.5;0.6;0.1
STU_0101;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;9;0.9;0.96;0.06
STU_0101;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0101;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;10;1.0;0.83;0.17
STU_0101;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;8;0.8;0.6105;0.1895
STU_0101;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0101;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;9;0.9;1.0;0.1
STU_0101;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;6;0.6;0.691;0.091
STU_0101;S12;Car only, long, age>45;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0102;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0102;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;8;0.8;0.7;0.1
STU_0102;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;9;0.9;1.0;0.1
STU_0102;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;9;0.9;0.6;0.3
STU_0102;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;10;1.0;0.96;0.04
STU_0102;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;7;0.7;0.83;0.13
STU_0102;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;8;0.8;0.83;0.03
STU_0102;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;8;0.8;0.6105;0.1895
STU_0102;S09;Car only, long distance;car_100;8.0;any;NA;0;8;0.8;1.0;0.2
STU_0102;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0102;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;8;0.8;0.691;0.109
STU_0102;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0103;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0103;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;8;0.8;0.7;0.1
STU_0103;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0103;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;5;0.5;0.6;0.1
STU_0103;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;8;0.8;0.96;0.16
STU_0103;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0103;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;10;1.0;0.83;0.17
STU_0103;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;5;0.5;0.6105;0.1105
STU_0103;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0103;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0103;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;8;0.8;0.691;0.109
STU_0103;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0104;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;0.85;0.15
STU_0104;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;6;0.6;0.55;0.05
STU_0104;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;8;0.8;0.8;0.0
STU_0104;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;4;0.4;0.4;0.0
STU_0104;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;10;1.0;0.96;0.04
STU_0104;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0104;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;8;0.8;0.785;0.015
STU_0104;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;5;0.5;0.588;0.088
STU_0104;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0104;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;8;0.8;0.8;0.0
STU_0104;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;7;0.7;0.646;0.054
STU_0104;S12;Car only, long, age>45;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0105;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0105;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;7;0.7;0.7;0.0
STU_0105;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0105;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;7;0.7;0.6;0.1
STU_0105;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;10;1.0;0.96;0.04
STU_0105;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;8;0.8;0.83;0.03
STU_0105;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;9;0.9;0.83;0.07
STU_0105;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;6;0.6;0.6105;0.0105
STU_0105;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0105;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;9;0.9;1.0;0.1
STU_0105;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;6;0.6;0.691;0.091
STU_0105;S12;Car only, long, age>45;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0106;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0106;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;7;0.7;0.7;0.0
STU_0106;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0106;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;5;0.5;0.6;0.1
STU_0106;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;10;1.0;0.96;0.04
STU_0106;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0106;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;9;0.9;0.83;0.07
STU_0106;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;7;0.7;0.6105;0.0895
STU_0106;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0106;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0106;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;7;0.7;0.691;0.009
STU_0106;S12;Car only, long, age>45;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0107;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0107;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;5;0.5;0.7;0.2
STU_0107;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0107;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;6;0.6;0.6;0.0
STU_0107;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;9;0.9;0.96;0.06
STU_0107;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;8;0.8;0.83;0.03
STU_0107;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;10;1.0;0.83;0.17
STU_0107;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;9;0.9;0.6105;0.2895
STU_0107;S09;Car only, long distance;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0107;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0107;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;6;0.6;0.691;0.091
STU_0107;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0108;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0108;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;9;0.9;0.7;0.2
STU_0108;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0108;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;7;0.7;0.6;0.1
STU_0108;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;10;1.0;0.96;0.04
STU_0108;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;7;0.7;0.83;0.13
STU_0108;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;8;0.8;0.83;0.03
STU_0108;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;7;0.7;0.6105;0.0895
STU_0108;S09;Car only, long distance;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0108;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0108;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;9;0.9;0.691;0.209
STU_0108;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0109;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0109;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;8;0.8;0.7;0.1
STU_0109;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0109;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;7;0.7;0.6;0.1
STU_0109;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;10;1.0;0.96;0.04
STU_0109;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0109;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;10;1.0;0.83;0.17
STU_0109;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;7;0.7;0.6105;0.0895
STU_0109;S09;Car only, long distance;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0109;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0109;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;8;0.8;0.691;0.109
STU_0109;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0110;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0110;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;8;0.8;0.7;0.1
STU_0110;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0110;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;8;0.8;0.6;0.2
STU_0110;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;9;0.9;0.96;0.06
STU_0110;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;9;0.9;0.83;0.07
STU_0110;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;7;0.7;0.83;0.13
STU_0110;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;6;0.6;0.6105;0.0105
STU_0110;S09;Car only, long distance;car_100;8.0;any;NA;0;9;0.9;1.0;0.1
STU_0110;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;8;0.8;1.0;0.2
STU_0110;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;7;0.7;0.691;0.009
STU_0110;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0111;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;10;1.0;1.0;0.0
STU_0111;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;9;0.9;0.7;0.2
STU_0111;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;10;1.0;1.0;0.0
STU_0111;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;7;0.7;0.6;0.1
STU_0111;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;10;1.0;0.96;0.04
STU_0111;S06;Bus only, long, high crowding;bus_100;5.0;any;high;0;8;0.8;0.83;0.03
STU_0111;S07;Walk+Bus, medium, sunny, 1 transfer;walk_bus;3.0;sunny;medium;1;9;0.9;0.83;0.07
STU_0111;S08;Walk+Bus+Tram, long, rain, 2 transfers;walk_bus_tram;5.0;rain;high;2;6;0.6;0.6105;0.0105
STU_0111;S09;Car only, long distance;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0111;S10;Bike, medium, sunny, age>45;bike_100;3.0;sunny;NA;0;10;1.0;1.0;0.0
STU_0111;S11;Walk+Bus, medium, rain, high crowding, age>45;walk_bus;3.0;rain;high;1;8;0.8;0.691;0.109
STU_0111;S12;Car only, long, age>45;car_100;8.0;any;NA;0;10;1.0;1.0;0.0
STU_0112;S01;Walk only, short, sunny;walk_100;0.8;sunny;NA;0;9;0.9;1.0;0.1
STU_0112;S02;Walk only, short, rain;walk_100;0.8;rain;NA;0;8;0.8;0.7;0.1
STU_0112;S03;Bike only, medium, sunny;bike_100;2.5;sunny;NA;0;8;0.8;1.0;0.2
STU_0112;S04;Bike only, medium, rain;bike_100;2.5;rain;NA;0;6;0.6;0.6;0.0
STU_0112;S05;Bus only, long, low crowding;bus_100;5.0;any;low;0;8;0.8;0.96;0.16
