student_id;Time_vs_Cost;Time_vs_Emissions;Time_vs_Comfort;Cost_vs_Emissions;Cost_vs_Comfort;Emissions_vs_Comfort
STU_0315;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Equal;Prefer_First
STU_0316;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_Second;Prefer_First
STU_0317;Equal;Prefer_First;Equal;Equal;Prefer_Second;Prefer_Second
STU_0318;Equal;Equal;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second
STU_0319;Equal;Prefer_Second;Equal;Equal;Prefer_First;Prefer_First
STU_0320;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0321;Equal;Prefer_First;Equal;Prefer_Second;Prefer_First;Equal
STU_0322;Equal;Prefer_Second;Equal;Equal;Equal;Prefer_First
STU_0323;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Equal
STU_0324;Prefer_Second;Equal;Equal;Equal;Prefer_Second;Prefer_Second
STU_0325;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Prefer_First;Equal
STU_0326;Equal;Prefer_Second;Equal;Prefer_First;Prefer_First;Equal
STU_0327;Equal;Prefer_Second;Prefer_First;Prefer_First;Prefer_First;Equal
STU_0328;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0329;Prefer_First;Equal;Equal;Equal;Prefer_First;Prefer_Second
STU_0330;Prefer_First;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_Second
STU_0331;Prefer_First;Prefer_First;Equal;Equal;Prefer_First;Prefer_Second
STU_0332;Prefer_First;Equal;Equal;Prefer_Second;Prefer_Second;Prefer_First
STU_0333;Prefer_Second;Prefer_Second;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0334;Equal;Prefer_First;Prefer_First;Equal;Prefer_First;Equal
STU_0335;Equal;Prefer_First;Equal;Prefer_Second;Equal;Prefer_First
STU_0336;Prefer_First;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_First
STU_0337;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_First;Equal
STU_0338;Equal;Prefer_Second;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0339;Prefer_Second;Prefer_First;Equal;Prefer_First;Prefer_Second;Prefer_First
STU_0340;Prefer_First;Prefer_Second;Equal;Prefer_First;Equal;Prefer_Second
STU_0341;Equal;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Equal
STU_0342;Equal;Prefer_First;Equal;Prefer_Second;Equal;Prefer_Second
STU_0343;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First;Equal
STU_0344;Equal;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_Second
STU_0345;Prefer_First;Equal;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0346;Prefer_First;Prefer_First;Prefer_Second;Equal;Equal;Prefer_Second
STU_0347;Prefer_First;Equal;Equal;Equal;Prefer_Second;Prefer_Second
STU_0348;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Equal
STU_0349;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Prefer_Second
STU_0350;Prefer_First;Prefer_First;Equal;Prefer_First;Equal;Equal
STU_0351;Prefer_First;Prefer_Second;Equal;Equal;Prefer_Second;Prefer_First
STU_0352;Prefer_Second;Equal;Equal;Prefer_Second;Prefer_Second;Prefer_First
STU_0353;Equal;Equal;Equal;Prefer_First;Prefer_Second;Equal
STU_0354;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0355;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_First
STU_0356;Prefer_Second;Prefer_Second;Equal;Prefer_First;Equal;Equal
STU_0357;Prefer_First;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0358;Prefer_Second;Prefer_Second;Equal;Prefer_First;Prefer_First;Prefer_Second
STU_0359;Equal;Prefer_Second;Equal;Prefer_Second;Equal;Prefer_First
STU_0360;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second;Prefer_First
STU_0361;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_Second;Equal
STU_0362;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First;Prefer_First
STU_0363;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_Second
STU_0364;Equal;Prefer_First;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0365;Prefer_First;Prefer_Second;Prefer_First;Equal;Prefer_Second;Equal
STU_0366;Equal;Prefer_Second;Prefer_First;Prefer_Second;Prefer_First;Equal
STU_0367;Prefer_First;Equal;Prefer_Second;Prefer_First;Prefer_Second;Equal
STU_0368;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First;Equal;Equal
STU_0369;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Equal
STU_0370;Prefer_Second;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0371;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_Second;Equal
STU_0372;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second
STU_0373;Prefer_Second;Equal;Prefer_Second;Equal;Prefer_Second;Equal
STU_0374;Equal;Equal;Prefer_First;Equal;Prefer_First;Prefer_Second
STU_0375;Equal;Prefer_Second;Equal;Equal;Prefer_Second;Prefer_Second
STU_0376;Equal;Equal;Prefer_Second;Equal;Prefer_First;Prefer_First
STU_0377;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second
STU_0378;Prefer_Second;Equal;Equal;Equal;Prefer_Second;Prefer_Second
STU_0379;Equal;Equal;Equal;Prefer_First;Prefer_First;Prefer_Second
STU_0380;Equal;Prefer_First;Equal;Prefer_First;Equal;Prefer_First
STU_0381;Prefer_Second;Equal;Equal;Equal;Equal;Prefer_First
STU_0382;Equal;Prefer_First;Equal;Equal;Equal;Equal
STU_0383;Equal;Equal;Prefer_Second;Prefer_Second;Prefer_First;Prefer_First
STU_0384;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Prefer_Second
STU_0385;Prefer_First;Equal;Equal;Prefer_First;Prefer_Second;Prefer_Second
STU_0386;Prefer_First;Prefer_First;Prefer_First;Equal;Prefer_First;Equal
STU_0387;Prefer_Second;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Equal
STU_0388;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0389;Prefer_Second;Equal;Prefer_Second;Prefer_First;Equal;Prefer_Second
STU_0390;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_Second;Prefer_First
STU_0391;Prefer_Second;Prefer_First;Equal;Equal;Prefer_Second;Equal
STU_0392;Prefer_First;Equal;Prefer_First;Equal;Prefer_First;Prefer_Second
STU_0393;Prefer_First;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First
STU_0394;Equal;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Equal
STU_0395;Prefer_Second;Equal;Prefer_Second;Equal;Prefer_First;Equal
STU_0396;Prefer_First;Equal;Equal;Prefer_First;Equal;Equal
STU_0397;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Prefer_First
STU_0398;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Equal
STU_0399;Prefer_Second;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second
STU_0400;Equal;Prefer_First;Equal;Prefer_Second;Prefer_First;Prefer_Second
STU_0401;Equal;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0402;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0403;Prefer_Second;Prefer_First;Equal;Equal;Prefer_First;Equal
STU_0404;Prefer_First;Equal;Prefer_Second;Prefer_First;Prefer_First;Prefer_First
STU_0405;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Equal
STU_0406;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_Second;Equal
STU_0407;Prefer_Second;Equal;Equal;Equal;Prefer_Second;Equal
STU_0408;Prefer_First;Equal;Equal;Equal;Equal;Prefer_Second
STU_0409;Prefer_First;Prefer_First;Equal;Prefer_Second;Equal;Prefer_Second
STU_0410;Equal;Equal;Prefer_First;Prefer_First;Prefer_First;Equal
STU_0411;Prefer_Second;Prefer_First;Prefer_Second;Prefer_First;Equal;Prefer_First
STU_0412;Prefer_First;Equal;Equal;Prefer_Second;Prefer_Second;Prefer_First
STU_0413;Prefer_Second;Equal;Prefer_First;Equal;Prefer_First;Prefer_Second
STU_0414;Prefer_First;Equal;Prefer_Second;Prefer_First;Equal;Prefer_Second
STU_0415;Prefer_Second;Prefer_First;Equal;Prefer_First;Equal;Prefer_First
STU_0416;Prefer_Second;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_First
STU_0417;Prefer_First;Prefer_First;Equal;Prefer_First;Equal;Prefer_Second
STU_0418;Prefer_First;Prefer_First;Equal;Equal;Equal;Equal
STU_0419;Prefer_Second;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0420;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_Second
STU_0421;Prefer_Second;Prefer_First;Prefer_First;Prefer_Second;Equal;Equal
STU_0422;Prefer_First;Prefer_Second;Equal;Equal;Prefer_Second;Prefer_Second
STU_0423;Equal;Prefer_Second;Prefer_First;Equal;Equal;Prefer_First
STU_0424;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_First
STU_0425;Prefer_Second;Prefer_First;Equal;Prefer_Second;Equal;Prefer_Second
STU_0426;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_Second
STU_0427;Prefer_First;Equal;Equal;Equal;Prefer_Second;Prefer_Second
STU_0428;Equal;Prefer_Second;Prefer_First;Equal;Equal;Equal
STU_0429;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second
STU_0430;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second
STU_0431;Equal;Equal;Prefer_Second;Prefer_Second;Equal;Equal
STU_0432;Equal;Prefer_Second;Prefer_First;Prefer_Second;Equal;Prefer_First
STU_0433;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_First;Equal
STU_0434;Equal;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0435;Prefer_Second;Prefer_Second;Prefer_First;Prefer_First;Prefer_First;Prefer_Second
STU_0436;Prefer_First;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_Second
STU_0437;Prefer_First;Prefer_Second;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0438;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second
STU_0439;Equal;Equal;Equal;Prefer_Second;Equal;Prefer_Second
STU_0440;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First;Prefer_First
STU_0441;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Equal;Equal
STU_0442;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_Second;Prefer_Second
STU_0443;Equal;Prefer_First;Equal;Prefer_First;Prefer_First;Prefer_Second
STU_0444;Prefer_First;Equal;Prefer_Second;Equal;Prefer_Second;Prefer_First
STU_0445;Prefer_Second;Prefer_First;Prefer_Second;Equal;Prefer_First;Equal
STU_0446;Equal;Equal;Equal;Prefer_First;Prefer_Second;Prefer_First
STU_0447;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First;Prefer_First
STU_0448;Equal;Prefer_Second;Prefer_First;Equal;Prefer_First;Prefer_Second
STU_0449;Equal;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second
STU_0450;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second
STU_0451;Prefer_Second;Equal;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0452;Prefer_Second;Prefer_Second;Equal;Equal;Equal;Prefer_Second
STU_0453;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_Second
STU_0454;Prefer_First;Prefer_First;Prefer_First;Equal;Prefer_First;Equal
STU_0455;Equal;Prefer_Second;Equal;Equal;Prefer_First;Prefer_First
STU_0456;Prefer_First;Prefer_Second;Equal;Prefer_First;Equal;Prefer_Second
STU_0457;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second
STU_0458;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_Second;Equal
STU_0459;Prefer_First;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_Second
STU_0460;Equal;Equal;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0461;Equal;Equal;Equal;Prefer_First;Prefer_First;Prefer_Second
STU_0462;Equal;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Equal
STU_0463;Prefer_Second;Prefer_First;Equal;Prefer_Second;Equal;Prefer_Second
STU_0464;Equal;Prefer_Second;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0465;Prefer_First;Prefer_First;Equal;Prefer_First;Equal;Equal
STU_0466;Prefer_First;Prefer_Second;Prefer_First;Equal;Equal;Equal
STU_0467;Prefer_First;Prefer_First;Equal;Prefer_Second;Equal;Prefer_First
STU_0468;Prefer_First;Equal;Prefer_Second;Prefer_Second;Equal;Equal
STU_0469;Prefer_Second;Prefer_Second;Equal;Prefer_First;Prefer_Second;Prefer_Second
STU_0470;Equal;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_First
STU_0471;Prefer_First;Prefer_Second;Equal;Equal;Equal;Prefer_Second
STU_0472;Prefer_Second;Prefer_First;Equal;Equal;Prefer_Second;Prefer_First
STU_0473;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second;Prefer_First
STU_0474;Prefer_Second;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0475;Prefer_Second;Equal;Prefer_First;Equal;Prefer_Second;Prefer_Second
STU_0476;Prefer_Second;Prefer_First;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0477;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First
STU_0478;Equal;Prefer_First;Equal;Equal;Prefer_Second;Prefer_First
STU_0479;Prefer_Second;Equal;Prefer_First;Prefer_First;Equal;Prefer_Second
STU_0480;Equal;Prefer_Second;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0481;Prefer_First;Equal;Equal;Prefer_First;Equal;Prefer_Second
STU_0482;Equal;Equal;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second
STU_0483;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Prefer_Second
STU_0484;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Prefer_First
STU_0485;Equal;Prefer_First;Equal;Prefer_First;Prefer_First;Prefer_Second
STU_0486;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Equal
STU_0487;Prefer_Second;Equal;Equal;Prefer_Second;Prefer_First;Prefer_First
STU_0488;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second
STU_0489;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Prefer_First;Equal
STU_0490;Equal;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0491;Prefer_Second;Equal;Prefer_Second;Prefer_First;Equal;Prefer_Second
STU_0492;Prefer_First;Equal;Equal;Equal;Equal;Prefer_First
STU_0493;Prefer_First;Prefer_Second;Prefer_First;Equal;Equal;Prefer_Second
STU_0494;Prefer_Second;Prefer_First;Equal;Equal;Prefer_First;Equal
STU_0495;Prefer_First;Prefer_Second;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0496;Equal;Prefer_First;Prefer_First;Equal;Equal;Prefer_First
STU_0497;Prefer_Second;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_Second
STU_0498;Equal;Prefer_Second;Equal;Equal;Equal;Prefer_Second
STU_0499;Equal;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First
STU_0500;Prefer_First;Equal;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0501;Prefer_Second;Equal;Prefer_First;Equal;Equal;Prefer_Second
STU_0502;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Equal;Prefer_First
STU_0503;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0504;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0505;Prefer_First;Prefer_First;Equal;Prefer_First;Equal;Prefer_First
STU_0506;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_First;Equal
STU_0507;Prefer_First;Equal;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0508;Prefer_Second;Prefer_First;Prefer_Second;Equal;Equal;Equal
STU_0509;Equal;Prefer_Second;Equal;Prefer_First;Equal;Prefer_First
STU_0510;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_Second;Prefer_Second
STU_0511;Prefer_Second;Prefer_First;Equal;Equal;Prefer_Second;Prefer_Second
STU_0512;Prefer_First;Equal;Equal;Equal;Prefer_Second;Prefer_Second
STU_0513;Prefer_Second;Equal;Equal;Prefer_First;Prefer_Second;Equal
STU_0514;Equal;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First
STU_0515;Prefer_First;Equal;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0516;Prefer_First;Prefer_Second;Equal;Equal;Prefer_First;Prefer_Second
STU_0517;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0518;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_First;Equal
STU_0519;Prefer_First;Equal;Prefer_First;Equal;Prefer_Second;Prefer_Second
STU_0520;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Equal
STU_0521;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_First;Equal
STU_0522;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second
STU_0523;Equal;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0524;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Equal
STU_0525;Prefer_Second;Equal;Prefer_Second;Equal;Prefer_First;Equal
STU_0526;Prefer_First;Prefer_First;Prefer_First;Equal;Prefer_Second;Equal
STU_0527;Prefer_Second;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_First
STU_0528;Equal;Equal;Equal;Prefer_First;Prefer_First;Prefer_Second
STU_0529;Equal;Prefer_First;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0530;Prefer_Second;Equal;Equal;Prefer_Second;Equal;Equal
STU_0531;Prefer_First;Prefer_First;Prefer_Second;Equal;Prefer_First;Prefer_First
STU_0532;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second
STU_0533;Prefer_Second;Prefer_First;Equal;Equal;Prefer_Second;Prefer_Second
STU_0534;Equal;Prefer_First;Equal;Equal;Prefer_First;Prefer_Second
STU_0535;Equal;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second;Equal
STU_0536;Prefer_Second;Prefer_First;Equal;Equal;Prefer_Second;Prefer_First
STU_0537;Prefer_First;Prefer_Second;Prefer_First;Equal;Prefer_First;Equal
STU_0538;Prefer_First;Prefer_Second;Equal;Prefer_Second;Prefer_Second;Prefer_Second
STU_0539;Prefer_Second;Prefer_First;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0540;Prefer_Second;Equal;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0541;Prefer_Second;Equal;Prefer_First;Prefer_First;Prefer_First;Equal
STU_0542;Prefer_First;Equal;Equal;Prefer_First;Prefer_First;Equal
STU_0543;Prefer_First;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_First
STU_0544;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_Second
STU_0545;Prefer_Second;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0546;Prefer_First;Equal;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0547;Prefer_Second;Prefer_First;Prefer_Second;Equal;Equal;Prefer_First
STU_0548;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0549;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First
STU_0550;Equal;Equal;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second
STU_0551;Equal;Equal;Equal;Equal;Prefer_Second;Prefer_First
STU_0552;Prefer_First;Equal;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0553;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second
STU_0554;Prefer_First;Prefer_First;Equal;Equal;Prefer_First;Prefer_Second
STU_0555;Equal;Equal;Prefer_First;Prefer_Second;Equal;Prefer_First
STU_0556;Prefer_First;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_First
STU_0557;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First
STU_0558;Prefer_First;Prefer_First;Equal;Equal;Prefer_First;Prefer_First
STU_0559;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_First;Prefer_First
STU_0560;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_Second;Prefer_Second
STU_0561;Prefer_Second;Equal;Prefer_Second;Equal;Prefer_First;Prefer_First
STU_0562;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_Second;Prefer_Second
STU_0563;Equal;Prefer_First;Equal;Equal;Prefer_First;Prefer_First
STU_0564;Prefer_First;Equal;Prefer_Second;Equal;Equal;Equal
STU_0565;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second
STU_0566;Prefer_Second;Prefer_Second;Prefer_First;Equal;Equal;Prefer_First
STU_0567;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second;Prefer_First;Equal
STU_0568;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_Second;Prefer_Second
STU_0569;Prefer_First;Equal;Prefer_Second;Equal;Equal;Prefer_Second
STU_0570;Equal;Prefer_Second;Equal;Prefer_First;Prefer_Second;Equal
STU_0571;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Prefer_Second
STU_0572;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_Second
STU_0573;Prefer_Second;Prefer_Second;Equal;Equal;Prefer_First;Equal
STU_0574;Equal;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second
STU_0575;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Prefer_First;Prefer_Second
STU_0576;Equal;Equal;Prefer_First;Prefer_First;Prefer_Second;Equal
STU_0577;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_Second;Prefer_Second
STU_0578;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Prefer_Second;Prefer_Second
STU_0579;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_First;Equal
STU_0580;Prefer_Second;Prefer_First;Equal;Equal;Prefer_First;Prefer_First
STU_0581;Prefer_First;Prefer_Second;Equal;Prefer_Second;Prefer_Second;Prefer_First
STU_0582;Prefer_Second;Equal;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second
STU_0583;Prefer_First;Equal;Equal;Equal;Equal;Prefer_First
STU_0584;Prefer_First;Equal;Equal;Equal;Prefer_Second;Prefer_First
STU_0585;Prefer_Second;Prefer_First;Equal;Equal;Prefer_First;Equal
STU_0586;Equal;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_Second
STU_0587;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Equal;Equal
STU_0588;Prefer_First;Prefer_First;Equal;Equal;Equal;Prefer_First
STU_0589;Prefer_First;Prefer_First;Prefer_First;Equal;Prefer_First;Equal
STU_0590;Prefer_First;Prefer_First;Equal;Equal;Prefer_First;Prefer_Second
STU_0591;Prefer_Second;Prefer_First;Prefer_First;Equal;Prefer_First;Equal
STU_0592;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Equal
STU_0593;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second
STU_0594;Equal;Prefer_Second;Prefer_First;Equal;Prefer_Second;Equal
STU_0595;Prefer_First;Equal;Prefer_First;Prefer_Second;Prefer_Second;Equal
STU_0596;Equal;Prefer_Second;Prefer_First;Equal;Prefer_First;Equal
STU_0597;Equal;Prefer_First;Prefer_Second;Equal;Prefer_First;Equal
STU_0598;Equal;Equal;Prefer_First;Equal;Equal;Prefer_Second
STU_0599;Equal;Prefer_Second;Equal;Prefer_Second;Prefer_First;Prefer_Second
STU_0600;Equal;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Equal
STU_0601;Prefer_First;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_Second
STU_0602;Equal;Equal;Prefer_First;Prefer_First;Prefer_First;Equal
STU_0603;Equal;Prefer_Second;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0604;Prefer_Second;Equal;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0605;Equal;Prefer_First;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second
STU_0606;Prefer_Second;Equal;Prefer_First;Prefer_First;Prefer_First;Equal
STU_0607;Prefer_First;Prefer_First;Equal;Prefer_First;Prefer_First;Prefer_First
STU_0608;Equal;Equal;Equal;Prefer_First;Equal;Prefer_First
STU_0609;Prefer_First;Equal;Equal;Prefer_First;Prefer_First;Prefer_First
STU_0610;Equal;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_Second
STU_0611;Prefer_First;Prefer_First;Equal;Equal;Prefer_Second;Equal
STU_0612;Prefer_First;Prefer_First;Prefer_Second;Prefer_First;Prefer_Second;Prefer_First
STU_0613;Prefer_First;Prefer_Second;Prefer_First;Prefer_First;Prefer_First;Equal
STU_0614;Prefer_Second;Prefer_Second;Prefer_Second;Equal;Prefer_First;Prefer_First
STU_0615;Prefer_First;Prefer_Second;Equal;Equal;Prefer_Second;Prefer_Second
STU_0616;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second
STU_0617;Prefer_First;Equal;Equal;Prefer_First;Prefer_Second;Prefer_Second
STU_0618;Equal;Prefer_First;Prefer_First;Prefer_Second;Prefer_Second;Equal
STU_0619;Equal;Prefer_First;Prefer_First;Prefer_First;Prefer_Second;Equal
STU_0620;Equal;Equal;Prefer_Second;Equal;Prefer_Second;Equal
STU_0621;Prefer_Second;Prefer_Second;Prefer_First;Prefer_Second;Prefer_First;Prefer_First
STU_0622;Equal;Equal;Equal;Prefer_Second;Equal;Prefer_Second
STU_0623;Equal;Equal;Prefer_Second;Prefer_Second;Prefer_Second;Prefer_Second
STU_0624;Equal;Prefer_First;Equal;Equal;Equal;Prefer_Second
STU_0625;Equal;Prefer_First;Equal;Prefer_Second;Prefer_First;Prefer_Second
STU_0626;Equal;Prefer_Second;Prefer_First;Equal;Prefer_Second;Prefer_First
STU_0627;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First;Prefer_First
STU_0628;Prefer_Second;Prefer_First;Prefer_Second;Prefer_Second;Equal;Prefer_Second
STU_0629;Prefer_Second;Prefer_Second;Equal;Equal;Equal;Equal
