profile_id,archetype,trip_distance_bin,distance_km,age,budget_eur,max_travel_time_min,max_walking_distance_km,mobility_restriction,seed_offset,campus,student_status,rain,temperature_c,origin_node,dest_node,od_distance_km,run_plan
STU_0132,comfort_seeking,medium,3.5,21.5,6.8,15.0,0.9,0,131,University,Student,0,21.0,N0331,N0346,3.501090592907314,extended_benchmark_30profiles
STU_0346,comfort_seeking,medium,4.0,21.5,4.4,30.0,1.3,0,345,University,Student,0,21.0,N0354,N0276,3.9911478630804393,extended_benchmark_30profiles
STU_0030,comfort_seeking,short,1.6,30.5,3.7,15.0,1.0,0,29,University,Student,0,21.0,N0017,N0508,1.6175967614313487,extended_benchmark_30profiles
STU_0618,cost_sensitive,long,6.3,30.5,3.2,45.0,0.8,0,617,University,Student,0,21.0,N0187,N0276,6.242799265696126,extended_benchmark_30profiles
STU_0081,cost_sensitive,long,13.5,21.5,14.8,80.0,1.0,0,80,University,Student,0,21.0,N0513,N0146,12.39060719313972,extended_benchmark_30profiles
STU_0242,cost_sensitive,long,5.9,30.5,6.4,45.0,1.3,0,241,University,Student,0,21.0,N0462,N0158,5.892992039459066,extended_benchmark_30profiles
STU_0598,cost_sensitive,medium,4.1,21.5,4.0,35.0,0.7,0,597,University,Student,0,21.0,N0086,N0109,4.104214204432053,extended_benchmark_30profiles
STU_0597,cost_sensitive,medium,3.4,21.5,2.8,30.0,0.8,0,596,University,Student,0,16.0,N0142,N0158,3.4134874809242794,extended_benchmark_30profiles
STU_0436,cost_sensitive,medium,2.6,21.5,4.0,20.0,1.4,0,435,University,Student,0,21.0,N0186,N0369,2.569059777192241,extended_benchmark_30profiles
STU_0716,cost_sensitive,medium,2.6,40.5,7.6,35.0,0.7,0,715,University,Student,0,21.0,N0186,N0109,2.593185635714429,extended_benchmark_30profiles
STU_0027,cost_sensitive,short,1.5,21.5,1.0,25.0,1.1,0,26,University,Student,0,21.0,N0402,N0279,1.5239962859024043,extended_benchmark_30profiles
STU_0260,cost_sensitive,short,1.8,21.5,2.6,20.0,1.6,0,259,University,Student,0,21.0,N0017,N0158,1.7977534498190597,extended_benchmark_30profiles
STU_0127,eco_conscious,long,5.8,21.5,8.5,40.0,1.0,0,126,University,Student,0,16.0,N0261,N0294,5.825202392372341,extended_benchmark_30profiles
STU_0433,eco_conscious,long,6.7,21.5,5.8,45.0,1.3,0,432,University,Student,0,21.0,N0351,N0126,6.699476787587985,extended_benchmark_30profiles
STU_0076,eco_conscious,long,6.3,21.5,7.6,45.0,1.1,0,75,University,Student,0,21.0,N0473,N0155,6.318871082970413,extended_benchmark_30profiles
STU_0390,eco_conscious,medium,4.1,21.5,6.3,40.0,0.9,0,389,University,Student,0,21.0,N0343,N0156,4.103147501644624,extended_benchmark_30profiles
STU_0171,eco_conscious,medium,2.4,21.5,7.8,25.0,0.6,0,170,University,Student,0,21.0,N0436,N0369,2.411377751370383,extended_benchmark_30profiles
STU_0365,eco_conscious,medium,3.7,21.5,5.6,25.0,2.4,0,364,University,Student,0,16.0,N0146,N0369,3.6732286339640723,extended_benchmark_30profiles
STU_0217,eco_conscious,short,1.9,21.5,1.7,30.0,2.2,0,216,University,Student,0,21.0,N0200,N0294,1.8931129417131032,extended_benchmark_30profiles
STU_0368,eco_conscious,short,1.0,21.5,2.5,10.0,1.0,0,367,University,Student,0,21.0,N0469,N0230,0.9238135775189409,extended_benchmark_30profiles
STU_0522,time_sensitive,long,5.4,21.5,6.8,50.0,1.6,0,521,University,Student,0,21.0,N0282,N0189,5.413312079773821,extended_benchmark_30profiles
STU_0197,time_sensitive,long,6.3,21.5,5.1,45.0,1.5,0,196,University,Student,0,21.0,N0078,N0050,6.290334753280393,extended_benchmark_30profiles
STU_0302,time_sensitive,long,6.1,30.5,9.2,50.0,0.2,0,301,University,Student,0,21.0,N0214,N0126,6.076059317261768,extended_benchmark_30profiles
STU_0175,time_sensitive,medium,3.2,30.5,3.4,30.0,1.2,0,174,University,Student,0,21.0,N0142,N0100,3.173051773565211,extended_benchmark_30profiles
STU_0243,time_sensitive,medium,2.6,21.5,5.2,35.0,1.2,0,242,University,Student,0,21.0,N0277,N0294,2.5878017107130598,extended_benchmark_30profiles
STU_0023,time_sensitive,medium,4.2,30.5,4.8,40.0,0.3,1,22,University,Student,0,21.0,N0022,N0503,4.221395029667328,extended_benchmark_30profiles
STU_0244,time_sensitive,short,1.5,21.5,4.7,10.0,1.8,0,243,University,Student,0,21.0,N0436,N0124,1.5121374756419748,extended_benchmark_30profiles
STU_0036,comfort_seeking,long,8.3,21.5,8.9,60.0,1.2,0,35,University,Student,0,16.0,N0540,N0226,8.236714360443901,convergence_curves_10profiles
STU_0236,comfort_seeking,medium,3.4,30.5,4.0,25.0,0.5,1,235,University,Student,0,16.0,N0500,N0115,3.411309204826857,convergence_curves_10profiles
STU_0081,cost_sensitive,long,13.5,21.5,14.8,80.0,1.0,0,80,University,Student,0,21.0,N0513,N0146,12.39060719313972,convergence_curves_10profiles
STU_0600,cost_sensitive,medium,2.9,40.5,2.0,25.0,0.3,1,599,University,Student,0,21.0,N0068,N0124,2.9174980644966797,convergence_curves_10profiles
STU_0720,cost_sensitive,medium,3.6,30.5,4.9,25.0,0.8,0,719,University,Student,0,21.0,N0107,N0158,3.6108048605180336,convergence_curves_10profiles
STU_0178,eco_conscious,long,12.3,21.5,10.2,65.0,0.9,0,177,University,Student,0,21.0,N0513,N0156,10.160066916848557,convergence_curves_10profiles
STU_0490,eco_conscious,medium,3.7,50.5,4.8,30.0,1.3,0,489,University,Student,0,21.0,N0487,N0052,3.6959890157231983,convergence_curves_10profiles
STU_0485,time_sensitive,long,14.7,21.5,15.7,90.0,1.9,0,484,University,Student,0,21.0,N0374,N0041,9.978449590451959,convergence_curves_10profiles
STU_0023,time_sensitive,medium,4.2,30.5,4.8,40.0,0.3,1,22,University,Student,0,21.0,N0022,N0503,4.221395029667328,convergence_curves_10profiles
STU_0072,time_sensitive,medium,2.4,30.5,1.0,30.0,1.4,0,71,University,Student,0,16.0,N0446,N0503,2.3984315385185973,convergence_curves_10profiles
STU_0287,comfort_seeking,long,11.9,21.5,13.4,75.0,1.5,0,286,University,Student,0,21.0,N0513,N0156,10.160066916848557,four_way_ablation_30profiles
STU_0036,comfort_seeking,long,8.3,21.5,8.9,60.0,1.2,0,35,University,Student,0,16.0,N0540,N0226,8.236714360443901,four_way_ablation_30profiles
STU_0182,comfort_seeking,medium,2.3,21.5,6.3,25.0,1.2,0,181,University,Student,0,21.0,N0128,N0156,2.2635755975052123,four_way_ablation_30profiles
STU_0132,comfort_seeking,medium,3.5,21.5,6.8,15.0,0.9,0,131,University,Student,0,21.0,N0331,N0346,3.501090592907314,four_way_ablation_30profiles
STU_0346,comfort_seeking,medium,4.0,21.5,4.4,30.0,1.3,0,345,University,Student,0,21.0,N0354,N0276,3.9911478630804393,four_way_ablation_30profiles
STU_0030,comfort_seeking,short,1.6,30.5,3.7,15.0,1.0,0,29,University,Student,0,21.0,N0017,N0508,1.6175967614313487,four_way_ablation_30profiles
STU_0618,cost_sensitive,long,6.3,30.5,3.2,45.0,0.8,0,617,University,Student,0,21.0,N0187,N0276,6.242799265696126,four_way_ablation_30profiles
STU_0081,cost_sensitive,long,13.5,21.5,14.8,80.0,1.0,0,80,University,Student,0,21.0,N0513,N0146,12.39060719313972,four_way_ablation_30profiles
STU_0242,cost_sensitive,long,5.9,30.5,6.4,45.0,1.3,0,241,University,Student,0,21.0,N0462,N0158,5.892992039459066,four_way_ablation_30profiles
STU_0598,cost_sensitive,medium,4.1,21.5,4.0,35.0,0.7,0,597,University,Student,0,21.0,N0086,N0109,4.104214204432053,four_way_ablation_30profiles
STU_0597,cost_sensitive,medium,3.4,21.5,2.8,30.0,0.8,0,596,University,Student,0,16.0,N0142,N0158,3.4134874809242794,four_way_ablation_30profiles
STU_0436,cost_sensitive,medium,2.6,21.5,4.0,20.0,1.4,0,435,University,Student,0,21.0,N0186,N0369,2.569059777192241,four_way_ablation_30profiles
STU_0716,cost_sensitive,medium,2.6,40.5,7.6,35.0,0.7,0,715,University,Student,0,21.0,N0186,N0109,2.593185635714429,four_way_ablation_30profiles
STU_0027,cost_sensitive,short,1.5,21.5,1.0,25.0,1.1,0,26,University,Student,0,21.0,N0402,N0279,1.5239962859024043,four_way_ablation_30profiles
STU_0260,cost_sensitive,short,1.8,21.5,2.6,20.0,1.6,0,259,University,Student,0,21.0,N0017,N0158,1.7977534498190597,four_way_ablation_30profiles
STU_0127,eco_conscious,long,5.8,21.5,8.5,40.0,1.0,0,126,University,Student,0,16.0,N0261,N0294,5.825202392372341,four_way_ablation_30profiles
STU_0433,eco_conscious,long,6.7,21.5,5.8,45.0,1.3,0,432,University,Student,0,21.0,N0351,N0126,6.699476787587985,four_way_ablation_30profiles
STU_0076,eco_conscious,long,6.3,21.5,7.6,45.0,1.1,0,75,University,Student,0,21.0,N0473,N0155,6.318871082970413,four_way_ablation_30profiles
STU_0390,eco_conscious,medium,4.1,21.5,6.3,40.0,0.9,0,389,University,Student,0,21.0,N0343,N0156,4.103147501644624,four_way_ablation_30profiles
STU_0171,eco_conscious,medium,2.4,21.5,7.8,25.0,0.6,0,170,University,Student,0,21.0,N0436,N0369,2.411377751370383,four_way_ablation_30profiles
STU_0365,eco_conscious,medium,3.7,21.5,5.6,25.0,2.4,0,364,University,Student,0,16.0,N0146,N0369,3.6732286339640723,four_way_ablation_30profiles
STU_0217,eco_conscious,short,1.9,21.5,1.7,30.0,2.2,0,216,University,Student,0,21.0,N0200,N0294,1.8931129417131032,four_way_ablation_30profiles
STU_0368,eco_conscious,short,1.0,21.5,2.5,10.0,1.0,0,367,University,Student,0,21.0,N0469,N0230,0.9238135775189409,four_way_ablation_30profiles
STU_0522,time_sensitive,long,5.4,21.5,6.8,50.0,1.6,0,521,University,Student,0,21.0,N0282,N0189,5.413312079773821,four_way_ablation_30profiles
STU_0197,time_sensitive,long,6.3,21.5,5.1,45.0,1.5,0,196,University,Student,0,21.0,N0078,N0050,6.290334753280393,four_way_ablation_30profiles
STU_0302,time_sensitive,long,6.1,30.5,9.2,50.0,0.2,0,301,University,Student,0,21.0,N0214,N0126,6.076059317261768,four_way_ablation_30profiles
STU_0175,time_sensitive,medium,3.2,30.5,3.4,30.0,1.2,0,174,University,Student,0,21.0,N0142,N0100,3.173051773565211,four_way_ablation_30profiles
STU_0243,time_sensitive,medium,2.6,21.5,5.2,35.0,1.2,0,242,University,Student,0,21.0,N0277,N0294,2.5878017107130598,four_way_ablation_30profiles
STU_0023,time_sensitive,medium,4.2,30.5,4.8,40.0,0.3,1,22,University,Student,0,21.0,N0022,N0503,4.221395029667328,four_way_ablation_30profiles
STU_0244,time_sensitive,short,1.5,21.5,4.7,10.0,1.8,0,243,University,Student,0,21.0,N0436,N0124,1.5121374756419748,four_way_ablation_30profiles
